## Tue Apr 25 21:40:28 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_3imsnr9_ --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_3imsnr9_ --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_3imsnr9_/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_011167188.1	880447.MSB_A0692	2.37e-46	149.0	COG0361@1|root,COG0361@2|Bacteria,3WTVD@544448|Tenericutes	544448|Tenericutes	J	One of the essential components for the initiation of protein synthesis. Stabilizes the binding of IF-2 and IF-3 on the 30S subunit to which N-formylmethionyl-tRNA(fMet) subsequently binds. Helps modulate mRNA selection, yielding the 30S pre- initiation complex (PIC). Upon addition of the 50S ribosomal subunit IF-1, IF-2 and IF-3 are released leaving the mature 70S translation initation complex	infA	-	-	ko:K02518	-	-	-	-	ko00000,ko03012	-	-	-	eIF-1a
WP_011386906.1	880447.MSB_A0001	3.19e-300	822.0	COG0593@1|root,COG0593@2|Bacteria,3WT3A@544448|Tenericutes	544448|Tenericutes	L	it binds specifically double-stranded DNA at a 9 bp consensus (dnaA box) 5'-TTATC CA A CA A-3'. DnaA binds to ATP and to acidic phospholipids	dnaA	-	-	ko:K02313	ko02020,ko04112,map02020,map04112	-	-	-	ko00000,ko00001,ko03032,ko03036	-	-	-	Bac_DnaA,Bac_DnaA_C,DnaA_N
WP_011386907.1	272632.MSC_0002	9.99e-250	687.0	COG0592@1|root,COG0592@2|Bacteria,3WT7C@544448|Tenericutes	544448|Tenericutes	L	Confers DNA tethering and processivity to DNA polymerases and other proteins. Acts as a clamp, forming a ring around DNA (a reaction catalyzed by the clamp-loading complex) which diffuses in an ATP-independent manner freely and bidirectionally along dsDNA. Initially characterized for its ability to contact the catalytic subunit of DNA polymerase III (Pol III), a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria	dnaN	-	2.7.7.7	ko:K02338	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	DNA_pol3_beta,DNA_pol3_beta_2,DNA_pol3_beta_3
WP_011386908.1	272632.MSC_0003	6.63e-116	333.0	COG1658@1|root,COG1658@2|Bacteria,3WTD2@544448|Tenericutes	544448|Tenericutes	J	Required for correct processing of both the 5' and 3' ends of 5S rRNA precursor. Cleaves both sides of a double-stranded region yielding mature 5S rRNA in one step	rnmV	-	3.1.26.8	ko:K05985	-	-	-	-	ko00000,ko01000	-	-	-	DUF4093,Toprim,Toprim_2
WP_011386909.1	272632.MSC_0004	3.34e-175	490.0	COG0030@1|root,COG0030@2|Bacteria,3WTCB@544448|Tenericutes	544448|Tenericutes	J	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a conserved hairpin near the 3'-end of 16S rRNA in the 30S particle. May play a critical role in biogenesis of 30S subunits	ksgA	-	2.1.1.182	ko:K02528	-	-	R10716	RC00003,RC03257	ko00000,ko01000,ko03009	-	-	-	RrnaAD
WP_011386910.1	880447.MSB_A0005	5.01e-98	302.0	2B67Q@1|root,31Z4X@2|Bacteria,3WUE5@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_011386911.1	880447.MSB_A0007	6.49e-94	275.0	COG0590@1|root,COG0590@2|Bacteria,3WTM1@544448|Tenericutes	544448|Tenericutes	FJ	cytidine and deoxycytidylate deaminase	codA	-	3.5.4.1,3.5.4.33	ko:K01485,ko:K11991	ko00240,ko00330,ko01100,map00240,map00330,map01100	-	R00974,R01411,R02922,R10223	RC00074,RC00477,RC00514,RC00809	ko00000,ko00001,ko01000,ko03016	-	-	-	MafB19-deam,dCMP_cyt_deam_1
WP_011386912.1	880447.MSB_A0008	0.0	1072.0	COG2812@1|root,COG2812@2|Bacteria,3WSY9@544448|Tenericutes	544448|Tenericutes	L	DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity	dnaX	-	2.7.7.7	ko:K02343	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	DNA_pol3_delta2,DNA_pol3_gamma3
WP_011386913.1	880447.MSB_A0009	1.64e-129	369.0	COG0353@1|root,COG0353@2|Bacteria,3WTQB@544448|Tenericutes	544448|Tenericutes	L	May play a role in DNA repair. It seems to be involved in an RecBC-independent recombinational process of DNA repair. It may act with RecF and RecO	recR	-	-	ko:K06187	ko03440,map03440	-	-	-	ko00000,ko00001,ko03400	-	-	-	RecR,Toprim_4
WP_011386914.1	880447.MSB_A0010	3.14e-140	397.0	COG0125@1|root,COG0125@2|Bacteria,3WTCT@544448|Tenericutes	544448|Tenericutes	F	Phosphorylation of dTMP to form dTDP in both de novo and salvage pathways of dTTP synthesis	tmk	-	2.7.4.9	ko:K00943	ko00240,ko01100,map00240,map01100	M00053	R02094,R02098	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	Thymidylate_kin
WP_011386915.1	880447.MSB_A0011	1.93e-160	451.0	COG0470@1|root,COG0470@2|Bacteria,3WTAZ@544448|Tenericutes	544448|Tenericutes	L	DNA polymerase III, delta subunit	holB	-	2.7.7.7	ko:K02341	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	DNA_pol3_delta2
WP_011386917.1	880447.MSB_A0013	7.54e-178	497.0	COG1737@1|root,COG1737@2|Bacteria,3WT1F@544448|Tenericutes	544448|Tenericutes	K	Helix-turn-helix domain, rpiR family	-	-	-	-	-	-	-	-	-	-	-	-	HTH_6
WP_011386918.1	880447.MSB_A0015	1.81e-272	747.0	COG0037@1|root,COG0037@2|Bacteria,3WTGG@544448|Tenericutes	544448|Tenericutes	D	Ligates lysine onto the cytidine present at position 34 of the AUA codon-specific tRNA(Ile) that contains the anticodon CAU, in an ATP-dependent manner. Cytidine is converted to lysidine, thus changing the amino acid specificity of the tRNA from methionine to isoleucine	tilS	-	2.4.2.8,6.3.4.19	ko:K04075,ko:K15780	ko00230,ko01100,ko01110,map00230,map01100,map01110	-	R01132,R01229,R02142,R09597	RC00063,RC00122,RC02633,RC02634	ko00000,ko00001,ko01000,ko03016	-	-	-	ATP_bind_3,TilS_C
WP_011386919.1	880447.MSB_A0014	3.54e-192	534.0	2F0RV@1|root,33TU4@2|Bacteria,3WTFM@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DUF3800
WP_011386920.1	880447.MSB_A0016	0.0	1212.0	COG0465@1|root,COG0465@2|Bacteria,3WSUZ@544448|Tenericutes	544448|Tenericutes	O	Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins	ftsH	-	-	ko:K03798	-	M00742	-	-	ko00000,ko00002,ko01000,ko01002,ko03110	-	-	-	AAA,Peptidase_M41
WP_011386921.1	880447.MSB_A0024	0.0	3202.0	COG0577@1|root,COG0577@2|Bacteria,3WU33@544448|Tenericutes	544448|Tenericutes	V	FtsX-like permease family	-	-	-	-	-	-	-	-	-	-	-	-	FtsX
WP_011386922.1	880447.MSB_A0025	0.0	1449.0	2BK49@1|root,31Z48@2|Bacteria,3WUD1@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_011386923.1	272632.MSC_0031	3.96e-197	547.0	COG1281@1|root,COG1281@2|Bacteria,3WTC8@544448|Tenericutes	544448|Tenericutes	O	Redox regulated molecular chaperone. Protects both thermally unfolding and oxidatively damaged proteins from irreversible aggregation. Plays an important role in the bacterial defense system toward oxidative stress	hslO	-	-	ko:K04083	-	-	-	-	ko00000,ko03110	-	-	-	HSP33
WP_011386924.1	880447.MSB_A0027	8.39e-236	650.0	COG1136@1|root,COG1136@2|Bacteria,3WSX2@544448|Tenericutes	544448|Tenericutes	V	abc transporter atp-binding protein	-	-	-	ko:K02003	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
WP_011386925.1	880447.MSB_A0028	4.21e-138	390.0	COG1182@1|root,COG1182@2|Bacteria,3WSZ4@544448|Tenericutes	544448|Tenericutes	C	Catalyzes the reductive cleavage of azo bond in aromatic azo compounds to the corresponding amines. Requires NADH, but not NADPH, as an electron donor for its activity	acpD	-	-	ko:K01118	-	-	-	-	ko00000,ko01000	-	-	-	Flavodoxin_2
WP_011386926.1	880447.MSB_A0029	1.75e-43	141.0	COG1278@1|root,COG1278@2|Bacteria,3WU23@544448|Tenericutes	544448|Tenericutes	K	Cold shock protein domain	csp	-	-	ko:K03704	-	-	-	-	ko00000,ko03000	-	-	-	CSD
WP_011386927.1	880447.MSB_A0030	9.12e-87	256.0	COG0360@1|root,COG0360@2|Bacteria,3WTFN@544448|Tenericutes	544448|Tenericutes	J	Binds together with S18 to 16S ribosomal RNA	rpsF	-	-	ko:K02990	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011,ko03029	-	-	-	Ribosomal_S6
WP_011386928.1	880447.MSB_A0031	2.55e-95	278.0	COG0629@1|root,COG0629@2|Bacteria,3WTZQ@544448|Tenericutes	544448|Tenericutes	L	Single-stranded DNA-binding protein	ssb	-	-	ko:K03111	ko03030,ko03430,ko03440,map03030,map03430,map03440	-	-	-	ko00000,ko00001,ko03029,ko03032,ko03400	-	-	-	SSB
WP_011386929.1	1179777.D500_0164	1.42e-43	142.0	COG0238@1|root,COG0238@2|Bacteria,3WTWD@544448|Tenericutes	544448|Tenericutes	J	Binds as a heterodimer with protein S6 to the central domain of the 16S rRNA, where it helps stabilize the platform of the 30S subunit	rpsR	-	-	ko:K02963	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S18
WP_011386930.1	880447.MSB_A0033	0.0	890.0	COG2865@1|root,COG2865@2|Bacteria,3WTFI@544448|Tenericutes	544448|Tenericutes	K	Putative ATP-dependent DNA helicase recG C-terminal	-	-	3.6.4.12	ko:K03655	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	AlbA_2,HATPase_c_4
WP_011386931.1	880447.MSB_A0034	0.0	1014.0	COG2213@1|root,COG2213@2|Bacteria,3WT5T@544448|Tenericutes	544448|Tenericutes	G	PTS System	-	-	2.7.1.197	ko:K02799,ko:K02800	ko00051,ko02060,map00051,map02060	M00274	R02704	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.2.1.12,4.A.2.1.2,4.A.2.1.24,4.A.2.1.5	-	-	PTS_EIIC,PTS_IIB
WP_011386932.1	880447.MSB_A0035	4.08e-169	473.0	COG1028@1|root,COG1028@2|Bacteria,3WU16@544448|Tenericutes	544448|Tenericutes	IQ	KR domain	srlD	-	1.1.1.140	ko:K00068	ko00051,map00051	-	R05607	RC00085	ko00000,ko00001,ko01000	-	-	-	adh_short
WP_011386933.1	1179777.D500_0167	8.39e-29	107.0	COG4668@1|root,COG4668@2|Bacteria,3WU6S@544448|Tenericutes	544448|Tenericutes	G	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2	-	-	2.7.1.197	ko:K02538,ko:K02798	ko00051,ko02060,map00051,map02060	M00274	R02704	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000,ko03000	4.A.2.1.12,4.A.2.1.2,4.A.2.1.24,4.A.2.1.5	-	-	PTS_EIIA_2
WP_011386934.1	743965.MPUT_0505	3.7e-167	469.0	COG1737@1|root,COG1737@2|Bacteria,3WT8K@544448|Tenericutes	544448|Tenericutes	K	Helix-turn-helix domain, rpiR family	-	-	-	-	-	-	-	-	-	-	-	-	HTH_6,SIS
WP_011386935.1	1179777.D500_0169	8.45e-190	532.0	COG0246@1|root,COG0246@2|Bacteria,3WTEC@544448|Tenericutes	544448|Tenericutes	C	Mannitol-1-phosphate	mtlD	-	1.1.1.17	ko:K00009	ko00051,map00051	-	R02703	RC00085	ko00000,ko00001,ko01000	-	-	-	Mannitol_dh,Mannitol_dh_C
WP_011386936.1	1179777.D500_0170	8.55e-170	498.0	2BK5Q@1|root,31YVH@2|Bacteria,3WU1T@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_011386937.1	272632.MSC_0013	3.47e-104	330.0	2BK5Q@1|root,32EJB@2|Bacteria,3WTAG@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_011386938.1	880447.MSB_A0075	0.0	994.0	COG0143@1|root,COG0143@2|Bacteria,3WSXZ@544448|Tenericutes	544448|Tenericutes	J	Is required not only for elongation of protein synthesis but also for the initiation of all mRNA translation through initiator tRNA(fMet) aminoacylation	metG	-	6.1.1.10	ko:K01874	ko00450,ko00970,map00450,map00970	M00359,M00360	R03659,R04773	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	Anticodon_1,tRNA-synt_1g
WP_011386939.1	880447.MSB_A0077	0.0	985.0	COG3845@1|root,COG3845@2|Bacteria,3WSUM@544448|Tenericutes	544448|Tenericutes	S	abc transporter atp-binding protein	mglA	-	3.6.3.17	ko:K02056	-	M00221	-	-	ko00000,ko00002,ko01000,ko02000	3.A.1.2	-	-	ABC_tran
WP_011386940.1	880447.MSB_A0078	0.0	1446.0	COG4603@1|root,COG4603@2|Bacteria,3WT29@544448|Tenericutes	544448|Tenericutes	U	Belongs to the binding-protein-dependent transport system permease family	rbsC-1	-	-	ko:K02057	-	M00221	-	-	ko00000,ko00002,ko02000	3.A.1.2	-	-	BPD_transp_2
WP_011386941.1	880447.MSB_A0079	6.13e-212	588.0	COG1079@1|root,COG1079@2|Bacteria,3WTNE@544448|Tenericutes	544448|Tenericutes	S	Belongs to the binding-protein-dependent transport system permease family	-	-	-	ko:K02057	-	M00221	-	-	ko00000,ko00002,ko02000	3.A.1.2	-	-	BPD_transp_2
WP_011386943.1	880447.MSB_A0081	0.0	1245.0	COG0187@1|root,COG0187@2|Bacteria,3WSVJ@544448|Tenericutes	544448|Tenericutes	L	A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) DNA in an ATP-dependent manner to modulate DNA topology and maintain chromosomes in an underwound state. Negative supercoiling favors strand separation, and DNA replication, transcription, recombination and repair, all of which involve strand separation. Also able to catalyze the interconversion of other topological isomers of dsDNA rings, including catenanes and knotted rings. Type II topoisomerases break and join 2 DNA strands simultaneously in an ATP-dependent manner	gyrB	-	5.99.1.3	ko:K02470	-	-	-	-	ko00000,ko01000,ko03032,ko03400	-	-	-	DNA_gyraseB,DNA_gyraseB_C,HATPase_c,Toprim
WP_011386945.1	880447.MSB_A0082	3.77e-172	481.0	2BMCD@1|root,32FWK@2|Bacteria,3WTI5@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_011386946.1	880447.MSB_A0083	2.76e-156	440.0	29ZPZ@1|root,30MQP@2|Bacteria,3WTJ8@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_011386947.1	880447.MSB_A0084	0.0	1781.0	COG0653@1|root,COG0653@2|Bacteria,3WSXQ@544448|Tenericutes	544448|Tenericutes	U	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane	secA	-	-	ko:K03070	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	3.A.5.1,3.A.5.10,3.A.5.2,3.A.5.4	-	-	Helicase_C,SecA_DEAD,SecA_PP_bind,SecA_SW
WP_011386948.1	880447.MSB_A0085	5.34e-128	364.0	COG1739@1|root,COG1739@2|Bacteria,3WTQ6@544448|Tenericutes	544448|Tenericutes	S	Uncharacterized protein family UPF0029	yigZ	-	-	-	-	-	-	-	-	-	-	-	UPF0029
WP_011386949.1	880447.MSB_A0086	1.79e-214	592.0	COG0258@1|root,COG0258@2|Bacteria,3WSZM@544448|Tenericutes	544448|Tenericutes	L	Helix-hairpin-helix class 2 (Pol1 family) motifs	polA1	-	2.7.7.7	ko:K02335	ko00230,ko00240,ko01100,ko03030,ko03410,ko03420,ko03440,map00230,map00240,map01100,map03030,map03410,map03420,map03440	-	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko01000,ko03032,ko03400	-	-	-	5_3_exonuc,5_3_exonuc_N
WP_011386950.1	519441.Smon_0289	1.08e-179	507.0	COG3392@1|root,COG3392@2|Bacteria,37A95@32066|Fusobacteria	32066|Fusobacteria	L	D12 class N6 adenine-specific DNA methyltransferase	-	-	2.1.1.72	ko:K07318	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	MethyltransfD12
WP_011386952.1	1122172.KB890271_gene265	3.97e-210	599.0	COG1578@1|root,COG1578@2|Bacteria	2|Bacteria	S	Protein of unknown function DUF89	-	-	-	-	-	-	-	-	-	-	-	-	RE_AlwI
WP_011386953.1	936596.HMPREF1495_1486	1.89e-72	221.0	arCOG06889@1|root,32RJ7@2|Bacteria,1V53T@1239|Firmicutes,25N88@186801|Clostridia,1HWDA@1164882|Lachnoanaerobaculum	186801|Clostridia	S	MTH538 TIR-like domain (DUF1863)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1863
