## Tue Apr 25 21:59:28 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_ip4wamhv --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_ip4wamhv --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_ip4wamhv/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_258210616.1	1118964.MOS_716	3.61e-147	424.0	COG0057@1|root,COG0057@2|Bacteria,3WSX3@544448|Tenericutes	544448|Tenericutes	G	Belongs to the glyceraldehyde-3-phosphate dehydrogenase family	gap	-	1.2.1.12	ko:K00134	ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04066,ko05010,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230,map04066,map05010	M00001,M00002,M00003,M00165,M00166,M00308,M00552	R01061	RC00149	ko00000,ko00001,ko00002,ko01000,ko04131,ko04147	-	-	-	Gp_dh_C,Gp_dh_N
WP_258210617.1	1118964.MOS_578	1.23e-104	310.0	COG0217@1|root,COG0217@2|Bacteria,3WT6S@544448|Tenericutes	544448|Tenericutes	K	transcriptional regulatory protein	-	-	-	-	-	-	-	-	-	-	-	-	Transcrip_reg
WP_258210618.1	1129369.MYM_0538	4.34e-89	270.0	COG0171@1|root,COG0171@2|Bacteria,3WT62@544448|Tenericutes	544448|Tenericutes	H	Catalyzes the ATP-dependent amidation of deamido-NAD to form NAD. Uses ammonia as a nitrogen source	nadE	-	6.3.1.5	ko:K01916	ko00760,ko01100,map00760,map01100	M00115	R00189	RC00100	ko00000,ko00001,ko00002,ko01000	-	-	-	NAD_synthase
WP_258210619.1	1117644.MCANPG14_00105	4.18e-59	184.0	COG0335@1|root,COG0335@2|Bacteria,3WTJW@544448|Tenericutes	544448|Tenericutes	J	This protein is located at the 30S-50S ribosomal subunit interface and may play a role in the structure and function of the aminoacyl-tRNA binding site	rplS	-	-	ko:K02884	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L19
WP_258210620.1	1246955.MCYN_0005	4.65e-114	332.0	COG0336@1|root,COG0336@2|Bacteria,3WT2M@544448|Tenericutes	544448|Tenericutes	J	Belongs to the RNA methyltransferase TrmD family	trmD	-	2.1.1.228	ko:K00554	-	-	R00597	RC00003,RC00334	ko00000,ko01000,ko03016	-	-	-	tRNA_m1G_MT
WP_258210621.1	1118964.MOS_123	8.4e-210	610.0	COG0272@1|root,COG0272@2|Bacteria,3WSX5@544448|Tenericutes	544448|Tenericutes	L	DNA ligase that catalyzes the formation of phosphodiester linkages between 5'-phosphoryl and 3'-hydroxyl groups in double-stranded DNA using NAD as a coenzyme and as the energy source for the reaction. It is essential for DNA replication and repair of damaged DNA	ligA	-	6.5.1.2	ko:K01972	ko03030,ko03410,ko03420,ko03430,map03030,map03410,map03420,map03430	-	R00382	RC00005	ko00000,ko00001,ko01000,ko03032,ko03400	-	-	-	BRCT,DNA_ligase_OB,DNA_ligase_ZBD,DNA_ligase_aden,HHH_2,HHH_5
WP_258210622.1	45361.MCJ_004690	1.16e-86	269.0	COG0619@1|root,COG0619@2|Bacteria,3WT0Y@544448|Tenericutes	544448|Tenericutes	P	COG0619 ABC-type cobalt transport system, permease component CbiQ and related transporters	cbiQ	-	-	ko:K16785	ko02010,map02010	M00582	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.25,3.A.1.28,3.A.1.29,3.A.1.30,3.A.1.31,3.A.1.32,3.A.1.33,3.A.1.35	-	-	CbiQ
WP_258210623.1	743966.MYB_02490	2.31e-121	357.0	COG1122@1|root,COG1122@2|Bacteria,3WSX1@544448|Tenericutes	544448|Tenericutes	P	ATP-binding (A) component of a common energy-coupling factor (ECF) ABC-transporter complex. Unlike classic ABC transporters this ECF transporter provides the energy necessary to transport a number of different substrates	cbiO2	-	-	ko:K16787	ko02010,map02010	M00582	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.25,3.A.1.28,3.A.1.29,3.A.1.30,3.A.1.31,3.A.1.32,3.A.1.33,3.A.1.35	-	-	ABC_tran
WP_258210624.1	1117644.MCANPG14_02710	1.56e-127	369.0	COG1122@1|root,COG1122@2|Bacteria,3WSWM@544448|Tenericutes	544448|Tenericutes	P	ATP-binding (A) component of a common energy-coupling factor (ECF) ABC-transporter complex. Unlike classic ABC transporters this ECF transporter provides the energy necessary to transport a number of different substrates	cbiO1	-	-	ko:K16786	ko02010,map02010	M00582	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.25,3.A.1.28,3.A.1.29,3.A.1.30,3.A.1.31,3.A.1.32,3.A.1.33,3.A.1.35	-	-	ABC_tran
WP_258210625.1	1118964.MOS_041	1.91e-225	633.0	COG0446@1|root,COG0446@2|Bacteria,3WT2T@544448|Tenericutes	544448|Tenericutes	C	nadh oxidase	nox	-	-	-	-	-	-	-	-	-	-	-	Pyr_redox_2,Pyr_redox_dim
WP_258210626.1	1118964.MOS_110	2.65e-132	386.0	COG0095@1|root,COG0095@2|Bacteria,3WT2R@544448|Tenericutes	544448|Tenericutes	H	Lipoate-protein ligase	lplA	-	6.3.1.20	ko:K03800	ko00785,ko01100,map00785,map01100	-	R07770,R07771,R11143	RC00043,RC00070,RC00090,RC00992,RC02896	ko00000,ko00001,ko01000	-	-	-	BPL_LplA_LipB,Lip_prot_lig_C
WP_258210627.1	1246955.MCYN_0410	1.4e-67	218.0	COG2267@1|root,COG2267@2|Bacteria,3WTCU@544448|Tenericutes	544448|Tenericutes	I	Alpha/beta hydrolase family	lip	-	3.1.1.3	ko:K01046	ko00561,ko01100,map00561,map01100	M00098	R02250,R02687	RC00020,RC00037,RC00041,RC00094	ko00000,ko00001,ko00002,ko01000	-	-	-	Abhydrolase_1,Abhydrolase_6,Hydrolase_4
WP_258210628.1	243272.MARTH_orf394	2.5e-21	86.3	29ZVB@1|root,30MWH@2|Bacteria,3WTVT@544448|Tenericutes	544448|Tenericutes	U	Preprotein translocase SecG subunit	secG	-	-	ko:K03075	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	3.A.5.1,3.A.5.2	-	-	SecG
WP_258210629.1	267748.MMOB2650	6.55e-215	627.0	COG0557@1|root,COG0557@2|Bacteria,3WSUU@544448|Tenericutes	544448|Tenericutes	J	3'-5' exoribonuclease that releases 5'-nucleoside monophosphates and is involved in maturation of structured RNAs	rnr	-	-	ko:K12573	ko03018,map03018	-	-	-	ko00000,ko00001,ko01000,ko03016,ko03019	-	-	-	OB_RNB,RNB,S1
WP_258210630.1	272635.MYPU_3390	1.95e-209	589.0	COG0112@1|root,COG0112@2|Bacteria,3WSZW@544448|Tenericutes	544448|Tenericutes	E	Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF- independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism	glyA	-	2.1.2.1	ko:K00600	ko00260,ko00460,ko00630,ko00670,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko01523,map00260,map00460,map00630,map00670,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map01523	M00140,M00141,M00346,M00532	R00945,R09099	RC00022,RC00112,RC01583,RC02958	ko00000,ko00001,ko00002,ko01000	-	-	-	SHMT
WP_258210631.1	1118964.MOS_717	4.14e-60	203.0	COG1281@1|root,COG1546@1|root,COG1281@2|Bacteria,COG1546@2|Bacteria,3WTZG@544448|Tenericutes	544448|Tenericutes	O	Belongs to the CinA family	cinA	-	3.5.1.42	ko:K03742,ko:K03743	ko00760,map00760	-	R02322	RC00100	ko00000,ko00001,ko01000	-	-	-	CinA,HSP33
WP_258210632.1	272635.MYPU_3270	3.04e-48	158.0	COG1546@1|root,COG1546@2|Bacteria,3WTZG@544448|Tenericutes	544448|Tenericutes	O	Belongs to the CinA family	cinA	-	3.5.1.42	ko:K03742,ko:K03743	ko00760,map00760	-	R02322	RC00100	ko00000,ko00001,ko01000	-	-	-	CinA,HSP33
WP_258210635.1	1118964.MOS_234	1.91e-165	470.0	COG0468@1|root,COG0468@2|Bacteria,3WSYY@544448|Tenericutes	544448|Tenericutes	L	Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage	recA	-	-	ko:K03553	ko03440,map03440	M00729	-	-	ko00000,ko00001,ko00002,ko03400	-	-	-	RecA
WP_258210637.1	1118964.MOS_270	2.54e-82	251.0	COG0566@1|root,COG0566@2|Bacteria,3WT88@544448|Tenericutes	544448|Tenericutes	J	Belongs to the class IV-like SAM-binding methyltransferase superfamily. RNA methyltransferase TrmH family	spoU	-	2.1.1.185	ko:K03218	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	SpoU_methylase,SpoU_sub_bind
WP_258210638.1	1188236.MARG_2180	8.14e-119	358.0	COG0215@1|root,COG0215@2|Bacteria,3WSVT@544448|Tenericutes	544448|Tenericutes	J	Cysteinyl-tRNA synthetase	cysS	-	6.1.1.16	ko:K01883	ko00970,map00970	M00359,M00360	R03650	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	DALR_2,tRNA-synt_1e,tRNA-synt_1g
WP_258210639.1	743966.MYB_02425	3.04e-34	126.0	COG0693@1|root,COG0693@2|Bacteria,3WTNF@544448|Tenericutes	544448|Tenericutes	S	DJ-1/PfpI family	-	-	3.5.1.124	ko:K03152	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	DJ-1_PfpI
WP_258210640.1	496833.MBIO_0076	1.16e-31	111.0	COG0333@1|root,COG0333@2|Bacteria,3WTYB@544448|Tenericutes	544448|Tenericutes	J	Belongs to the bacterial ribosomal protein bL32 family	rpmF	-	-	ko:K02911	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011,ko03029	-	-	-	Ribosomal_L32p
WP_258210641.1	272635.MYPU_4830	4.35e-184	518.0	COG1488@1|root,COG1488@2|Bacteria,3WSVB@544448|Tenericutes	544448|Tenericutes	H	Catalyzes the synthesis of beta-nicotinate D- ribonucleotide from nicotinate and 5-phospho-D-ribose 1-phosphate at the expense of ATP	pncB	-	6.3.4.21	ko:K00763	ko00760,ko01100,map00760,map01100	-	R01724	RC00033	ko00000,ko00001,ko01000	-	-	-	NAPRTase,QRPTase_C,QRPTase_N
WP_258210644.1	45361.MCJ_005790	9.73e-206	592.0	COG0173@1|root,COG0173@2|Bacteria,3WT0T@544448|Tenericutes	544448|Tenericutes	J	Catalyzes the attachment of L-aspartate to tRNA(Asp) in a two-step reaction L-aspartate is first activated by ATP to form Asp-AMP and then transferred to the acceptor end of tRNA(Asp)	aspS	-	6.1.1.12	ko:K01876	ko00970,map00970	M00359,M00360	R05577	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	GAD,tRNA-synt_2,tRNA_anti-codon
WP_258210645.1	1188236.MARG_0700	5.16e-129	385.0	COG0124@1|root,COG0124@2|Bacteria,3WSVQ@544448|Tenericutes	544448|Tenericutes	J	histidyl-tRNA synthetase	hisS	-	6.1.1.21	ko:K01892	ko00970,map00970	M00359,M00360	R03655	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	HGTP_anticodon,tRNA-synt_His
WP_258210646.1	1129369.MYM_0148	2.5e-244	712.0	COG0341@1|root,COG0342@1|root,COG0341@2|Bacteria,COG0342@2|Bacteria,3WSV4@544448|Tenericutes	544448|Tenericutes	U	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA	secD	-	-	ko:K12257	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	2.A.6.4	-	-	SecD_SecF,Sec_GG
WP_258210648.1	1037410.MCSF7_00030	1.95e-316	879.0	COG0187@1|root,COG0187@2|Bacteria,3WSVJ@544448|Tenericutes	544448|Tenericutes	L	A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) DNA in an ATP-dependent manner to modulate DNA topology and maintain chromosomes in an underwound state. Negative supercoiling favors strand separation, and DNA replication, transcription, recombination and repair, all of which involve strand separation. Also able to catalyze the interconversion of other topological isomers of dsDNA rings, including catenanes and knotted rings. Type II topoisomerases break and join 2 DNA strands simultaneously in an ATP-dependent manner	parE	-	-	ko:K02622	-	-	-	-	ko00000,ko01000,ko02048,ko03032,ko03036	-	-	-	DNA_gyraseB,DNA_gyraseB_C,HATPase_c,Toprim
WP_258210649.1	1037410.MCSF7_00025	3.26e-301	857.0	COG0188@1|root,COG0188@2|Bacteria,3WSYP@544448|Tenericutes	544448|Tenericutes	L	Topoisomerase IV is essential for chromosome segregation. It relaxes supercoiled DNA. Performs the decatenation events required during the replication of a circular DNA molecule	parC	-	-	ko:K02621	-	-	-	-	ko00000,ko01000,ko02048,ko03032,ko03036	-	-	-	DNA_gyraseA_C,DNA_topoisoIV
WP_258210650.1	272635.MYPU_4700	7.93e-99	290.0	COG0221@1|root,COG0221@2|Bacteria,3WTDN@544448|Tenericutes	544448|Tenericutes	C	Catalyzes the hydrolysis of inorganic pyrophosphate (PPi) forming two phosphate ions	ppa	-	3.6.1.1	ko:K01507	ko00190,map00190	-	-	-	ko00000,ko00001,ko01000	-	-	-	Pyrophosphatase
WP_258210651.1	1129369.MYM_0321	1.84e-75	233.0	COG0632@1|root,COG0632@2|Bacteria,3WTER@544448|Tenericutes	544448|Tenericutes	L	The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing. RuvA stimulates, in the presence of DNA, the weak ATPase activity of RuvB	ruvA	-	3.6.4.12	ko:K03550	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	HHH_5,RuvA_C,RuvA_N
WP_258210652.1	1118964.MOS_294	1.86e-116	345.0	COG2255@1|root,COG2255@2|Bacteria,3WSUH@544448|Tenericutes	544448|Tenericutes	L	The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing	ruvB	-	3.6.4.12	ko:K03551	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	RuvB_C,RuvB_N
WP_258210653.1	1118964.MOS_139	2.74e-139	404.0	COG2502@1|root,COG2502@2|Bacteria,3WT0I@544448|Tenericutes	544448|Tenericutes	E	aspartate-ammonia ligase	asnA	-	6.3.1.1	ko:K01914	ko00250,ko00460,ko01100,ko01110,ko01230,map00250,map00460,map01100,map01110,map01230	-	R00483	RC00010	ko00000,ko00001,ko01000	-	-	-	AsnA
WP_258210654.1	1118964.MOS_061	2.82e-56	181.0	COG0244@1|root,COG0244@2|Bacteria,3WTH9@544448|Tenericutes	544448|Tenericutes	J	Forms part of the ribosomal stalk, playing a central role in the interaction of the ribosome with GTP-bound translation factors	rplJ	-	-	ko:K02864	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L10
WP_258210655.1	1118964.MOS_062	1.36e-52	168.0	COG0222@1|root,COG0222@2|Bacteria,3WTSI@544448|Tenericutes	544448|Tenericutes	J	Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors. Is thus essential for accurate translation	rplL	-	-	ko:K02935	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L12,Ribosomal_L12_N
WP_258210657.1	1118964.MOS_076	1.18e-74	232.0	COG0283@1|root,COG0283@2|Bacteria,3WT15@544448|Tenericutes	544448|Tenericutes	F	Belongs to the cytidylate kinase family. Type 1 subfamily	cmk	-	2.7.4.25	ko:K00945	ko00240,ko01100,map00240,map01100	M00052	R00158,R00512,R01665	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	Cytidylate_kin
WP_258210658.1	1118964.MOS_077	5.38e-202	572.0	COG1160@1|root,COG1160@2|Bacteria,3WSVN@544448|Tenericutes	544448|Tenericutes	S	GTPase that plays an essential role in the late steps of ribosome biogenesis	engA	-	-	ko:K03977	-	-	-	-	ko00000,ko03009	-	-	-	KH_dom-like,MMR_HSR1
WP_258210659.1	267748.MMOB1990	2.47e-202	587.0	COG1164@1|root,COG1164@2|Bacteria,3WT06@544448|Tenericutes	544448|Tenericutes	E	hmm tigr00181	pepF	-	-	ko:K08602	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_M3,Peptidase_M3_N
WP_258210660.1	1118964.MOS_362	1.21e-77	236.0	COG0219@1|root,COG0219@2|Bacteria,3WT7U@544448|Tenericutes	544448|Tenericutes	J	Belongs to the class IV-like SAM-binding methyltransferase superfamily. RNA methyltransferase TrmH family. TrmL subfamily	cspR	-	2.1.1.207	ko:K03216	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	SpoU_methylase
WP_258210661.1	1246955.MCYN_0825	1.23e-57	190.0	COG0566@1|root,COG0566@2|Bacteria,3WTB8@544448|Tenericutes	544448|Tenericutes	J	Belongs to the class IV-like SAM-binding methyltransferase superfamily. RNA methyltransferase TrmH family	spoU	-	-	ko:K03437	-	-	-	-	ko00000,ko03016	-	-	-	SpoU_methylase,SpoU_sub_bind
WP_258210665.1	272635.MYPU_6610	2.76e-139	418.0	COG0531@1|root,COG0531@2|Bacteria,3WSWT@544448|Tenericutes	544448|Tenericutes	E	amino acid	-	-	-	-	-	-	-	-	-	-	-	-	AA_permease_2
WP_258210666.1	2113.MCFN_03020	6.52e-221	623.0	COG0441@1|root,COG0441@2|Bacteria,3WT27@544448|Tenericutes	544448|Tenericutes	J	Catalyzes the attachment of proline to tRNA(Pro) in a two-step reaction proline is first activated by ATP to form Pro- AMP and then transferred to the acceptor end of tRNA(Pro)	proS	-	6.1.1.15	ko:K01881	ko00970,map00970	M00359,M00360	R03661	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	HGTP_anticodon,ProRS-C_1,tRNA-synt_2b
WP_258210667.1	1034808.GIG_01845	4.64e-240	670.0	COG0148@1|root,COG0148@2|Bacteria,3WT0Q@544448|Tenericutes	544448|Tenericutes	F	Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis	eno	-	4.2.1.11	ko:K01689	ko00010,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko03018,ko04066,map00010,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map03018,map04066	M00001,M00002,M00003,M00346,M00394	R00658	RC00349	ko00000,ko00001,ko00002,ko01000,ko03019,ko04147	-	-	-	Enolase_C,Enolase_N
WP_258210668.1	45361.MCJ_001190	4.44e-107	320.0	COG0264@1|root,COG0264@2|Bacteria,3WT1W@544448|Tenericutes	544448|Tenericutes	J	Associates with the EF-Tu.GDP complex and induces the exchange of GDP to GTP. It remains bound to the aminoacyl-tRNA.EF- Tu.GTP complex up to the GTP hydrolysis stage on the ribosome	tsf	-	-	ko:K02357	-	-	-	-	ko00000,ko03012,ko03029	-	-	-	EF_TS
WP_258210669.1	267748.MMOB1760	1.15e-120	355.0	COG0052@1|root,COG0052@2|Bacteria,3WT3S@544448|Tenericutes	544448|Tenericutes	J	Belongs to the universal ribosomal protein uS2 family	rpsB	-	-	ko:K02967	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Rho_N,Ribosomal_S2
WP_258210671.1	272635.MYPU_0690	5.31e-178	515.0	COG0513@1|root,COG0513@2|Bacteria,3WSZ8@544448|Tenericutes	544448|Tenericutes	L	helicase superfamily c-terminal domain	deaD	-	3.6.4.13	ko:K05592	ko03018,map03018	-	-	-	ko00000,ko00001,ko01000,ko03009,ko03019	-	-	-	DEAD,DbpA,Helicase_C
WP_258210672.1	1118964.MOS_620	6.39e-206	604.0	COG0072@1|root,COG0073@1|root,COG0072@2|Bacteria,COG0073@2|Bacteria,3WSUD@544448|Tenericutes	544448|Tenericutes	J	Belongs to the phenylalanyl-tRNA synthetase beta subunit family. Type 1 subfamily	pheT	-	6.1.1.20	ko:K01890	ko00970,map00970	M00359,M00360	R03660	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	B3_4,B5,FDX-ACB,tRNA_bind
WP_258210673.1	1129369.MYM_0581	1.54e-130	381.0	COG0016@1|root,COG0016@2|Bacteria,3WT38@544448|Tenericutes	544448|Tenericutes	J	Belongs to the class-II aminoacyl-tRNA synthetase family. Phe-tRNA synthetase alpha subunit type 1 subfamily	pheS	-	6.1.1.20	ko:K01889	ko00970,map00970	M00359,M00360	R03660	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	Phe_tRNA-synt_N,tRNA-synt_2d
WP_258210674.1	1034808.GIG_02748	4.59e-157	455.0	COG2256@1|root,COG2256@2|Bacteria,3WSWR@544448|Tenericutes	544448|Tenericutes	L	related to the helicase subunit of the Holliday junction resolvase	yrvN	-	-	ko:K07478	-	-	-	-	ko00000	-	-	-	AAA,AAA_assoc_2,MgsA_C,RuvB_N
WP_258210675.1	1129369.MYM_0452	2.32e-55	183.0	COG0344@1|root,COG0344@2|Bacteria,3WTGS@544448|Tenericutes	544448|Tenericutes	I	Catalyzes the transfer of an acyl group from acyl- phosphate (acyl-PO(4)) to glycerol-3-phosphate (G3P) to form lysophosphatidic acid (LPA). This enzyme utilizes acyl-phosphate as fatty acyl donor, but not acyl-CoA or acyl-ACP	plsY	-	2.3.1.15	ko:K08591	ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110	M00089	R00851,R09380	RC00004,RC00039,RC00041	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	G3P_acyltransf
