## Tue Apr 25 21:50:11 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_9nn30syv --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_9nn30syv --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_9nn30syv/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_205850998.1	1188236.MARG_4800	3.8e-65	201.0	COG0816@1|root,COG0816@2|Bacteria,3WTQ3@544448|Tenericutes	544448|Tenericutes	J	Could be a nuclease involved in processing of the 5'-end of pre-16S rRNA	yrrK	-	-	ko:K07447	-	-	-	-	ko00000,ko01000	-	-	-	RuvX
WP_205850999.1	1188236.MARG_4790	0.0	1387.0	COG0013@1|root,COG0013@2|Bacteria,3WT0N@544448|Tenericutes	544448|Tenericutes	J	Catalyzes the attachment of alanine to tRNA(Ala) in a two-step reaction alanine is first activated by ATP to form Ala- AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged Ser-tRNA(Ala) and Gly-tRNA(Ala) via its editing domain	alaS	-	6.1.1.7	ko:K01872	ko00970,map00970	M00359,M00360	R03038	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	DHHA1,tRNA-synt_2c,tRNA_SAD
WP_205851000.1	1188236.MARG_4780	3.5e-213	595.0	COG0482@1|root,COG0482@2|Bacteria,3WSW0@544448|Tenericutes	544448|Tenericutes	J	Catalyzes the 2-thiolation of uridine at the wobble position (U34) of tRNA, leading to the formation of s(2)U34	trmU	-	2.8.1.13	ko:K00566	ko04122,map04122	-	R08700	RC02313,RC02315	ko00000,ko00001,ko01000,ko03016	-	-	-	tRNA_Me_trans
WP_205851002.1	1188236.MARG_4770	3.8e-236	660.0	COG1284@1|root,COG1284@2|Bacteria,3WT7A@544448|Tenericutes	544448|Tenericutes	S	abc transporter permease protein	-	-	-	-	-	-	-	-	-	-	-	-	DUF2179,YitT_membrane
WP_205851006.1	1188236.MARG_4730	3.61e-97	286.0	COG0218@1|root,COG0218@2|Bacteria,3WT9C@544448|Tenericutes	544448|Tenericutes	D	Necessary for normal cell division and for the maintenance of normal septation	engB	-	-	ko:K03978	-	-	-	-	ko00000,ko03036	-	-	-	MMR_HSR1
WP_205851007.1	1188236.MARG_4720	2e-174	492.0	COG0533@1|root,COG0533@2|Bacteria,3WSXH@544448|Tenericutes	544448|Tenericutes	J	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine. Is involved in the transfer of the threonylcarbamoyl moiety of threonylcarbamoyl-AMP (TC-AMP) to the N6 group of A37, together with TsaE and TsaB. TsaD likely plays a direct catalytic role in this reaction	gcp	-	2.3.1.234	ko:K01409	-	-	R10648	RC00070,RC00416	ko00000,ko01000,ko03016	-	-	-	Peptidase_M22
WP_205851010.1	1188234.MALK_5540	1.99e-103	302.0	COG0250@1|root,COG0250@2|Bacteria,3WTF4@544448|Tenericutes	544448|Tenericutes	K	Participates in transcription elongation, termination and antitermination	nusG	-	-	ko:K02601	-	-	-	-	ko00000,ko03009,ko03021	-	-	-	KOW,NusG
WP_205851011.1	1188236.MARG_4670	1.29e-23	89.7	2A4TE@1|root,30TEW@2|Bacteria,3WU0F@544448|Tenericutes	544448|Tenericutes	J	Ribosomal protein L33	rpmG1	-	-	-	-	-	-	-	-	-	-	-	Ribosomal_L33
WP_205851013.1	1188236.MARG_4650	1.2e-206	579.0	COG0301@1|root,COG0301@2|Bacteria,3WT3B@544448|Tenericutes	544448|Tenericutes	H	Catalyzes the ATP-dependent transfer of a sulfur to tRNA to produce 4-thiouridine in position 8 of tRNAs, which functions as a near-UV photosensor. Also catalyzes the transfer of sulfur to the sulfur carrier protein ThiS, forming ThiS-thiocarboxylate. This is a step in the synthesis of thiazole, in the thiamine biosynthesis pathway. The sulfur is donated as persulfide by IscS	thiI	-	2.8.1.4	ko:K03151	ko00730,ko01100,ko04122,map00730,map01100,map04122	-	R07461	-	ko00000,ko00001,ko01000,ko03016	-	-	-	THUMP,ThiI
WP_205851014.1	1188236.MARG_4630	0.0	1119.0	COG0187@1|root,COG0187@2|Bacteria,3WSVJ@544448|Tenericutes	544448|Tenericutes	L	A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) DNA in an ATP-dependent manner to modulate DNA topology and maintain chromosomes in an underwound state. Negative supercoiling favors strand separation, and DNA replication, transcription, recombination and repair, all of which involve strand separation. Also able to catalyze the interconversion of other topological isomers of dsDNA rings, including catenanes and knotted rings. Type II topoisomerases break and join 2 DNA strands simultaneously in an ATP-dependent manner	parE	-	-	ko:K02622	-	-	-	-	ko00000,ko01000,ko02048,ko03032,ko03036	-	-	-	DNA_gyraseB,DNA_gyraseB_C,HATPase_c,Toprim
WP_205851017.1	1188236.MARG_4580	3.49e-276	775.0	COG1132@1|root,COG1132@2|Bacteria,3WSYI@544448|Tenericutes	544448|Tenericutes	V	COG1132 ABC-type multidrug transport system, ATPase and permease components	md2	-	-	ko:K06147	-	-	-	-	ko00000,ko02000	3.A.1.106,3.A.1.109,3.A.1.21	-	-	ABC_membrane,ABC_tran
WP_205851022.1	1188236.MARG_4520	2.8e-36	123.0	COG3763@1|root,COG3763@2|Bacteria,3WTV8@544448|Tenericutes	544448|Tenericutes	S	protein conserved in bacteria	-	-	-	ko:K09976	-	-	-	-	ko00000	-	-	-	UPF0154
WP_205851023.1	1188236.MARG_4510	4.38e-120	353.0	2B5F9@1|root,31Y9T@2|Bacteria,3WT6V@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_205851024.1	1188236.MARG_4500	0.0	1044.0	COG0481@1|root,COG0481@2|Bacteria,3WSVR@544448|Tenericutes	544448|Tenericutes	J	Required for accurate and efficient protein synthesis under certain stress conditions. May act as a fidelity factor of the translation reaction, by catalyzing a one-codon backward translocation of tRNAs on improperly translocated ribosomes. Back- translocation proceeds from a post-translocation (POST) complex to a pre-translocation (PRE) complex, thus giving elongation factor G a second chance to translocate the tRNAs correctly. Binds to ribosomes in a GTP-dependent manner	lepA	-	-	ko:K03596	ko05134,map05134	-	-	-	ko00000,ko00001	-	-	-	EFG_C,GTP_EFTU,GTP_EFTU_D2,LepA_C
WP_205851025.1	1188236.MARG_4490	2.36e-106	317.0	COG1597@1|root,COG1597@2|Bacteria,3WTNH@544448|Tenericutes	544448|Tenericutes	I	Diacylglycerol kinase catalytic domain	-	-	-	-	-	-	-	-	-	-	-	-	DAGK_cat
WP_205851026.1	1188236.MARG_1520	6.01e-269	738.0	COG0050@1|root,COG0050@2|Bacteria,3WSWU@544448|Tenericutes	544448|Tenericutes	J	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis	tuf	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	-	ko:K02358	-	-	-	-	ko00000,ko03012,ko03029,ko04147	-	-	-	GTP_EFTU,GTP_EFTU_D2,GTP_EFTU_D3
WP_205851027.1	1188236.MARG_1530	1.87e-88	265.0	COG1624@1|root,COG1624@2|Bacteria,3WTA6@544448|Tenericutes	544448|Tenericutes	S	Catalyzes the condensation of 2 ATP molecules into cyclic di-AMP (c-di-AMP), a second messenger used to regulate differing processes in different bacteria	dacA	-	2.7.7.85	ko:K18672	-	-	-	-	ko00000,ko01000	-	-	-	DisA_N
WP_205851028.1	1188234.MALK_6370	8.94e-57	180.0	29ZRA@1|root,30MS5@2|Bacteria,3WTN9@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_205851029.1	1188236.MARG_1550	7.98e-258	710.0	COG0126@1|root,COG0126@2|Bacteria,3WSUW@544448|Tenericutes	544448|Tenericutes	F	belongs to the phosphoglycerate kinase family	pgk	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	2.7.2.3	ko:K00927	ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00001,M00002,M00003,M00165,M00166,M00308,M00552	R01512	RC00002,RC00043	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	PGK
WP_205851030.1	1188236.MARG_1560	1.95e-167	475.0	COG2502@1|root,COG2502@2|Bacteria,3WT0I@544448|Tenericutes	544448|Tenericutes	E	aspartate-ammonia ligase	asnA	-	6.3.1.1	ko:K01914	ko00250,ko00460,ko01100,ko01110,ko01230,map00250,map00460,map01100,map01110,map01230	-	R00483	RC00010	ko00000,ko00001,ko01000	-	-	-	AsnA
WP_205851034.1	1188236.MARG_1610	7.12e-89	265.0	COG1435@1|root,COG1435@2|Bacteria,3WTI3@544448|Tenericutes	544448|Tenericutes	F	Thymidine kinase	tdk	-	2.7.1.21	ko:K00857	ko00240,ko00983,ko01100,map00240,map00983,map01100	-	R01567,R02099,R08233	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	TK
WP_205851038.1	1188236.MARG_1650	3.53e-160	454.0	COG0224@1|root,COG0224@2|Bacteria,3WTK1@544448|Tenericutes	544448|Tenericutes	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex	atpG	-	-	ko:K02115	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	-	ATP-synt
WP_205851041.1	1188236.MARG_1680	3.61e-73	225.0	COG0711@1|root,COG0711@2|Bacteria,3WTP2@544448|Tenericutes	544448|Tenericutes	C	Component of the F(0) channel, it forms part of the peripheral stalk, linking F(1) to F(0)	atpF	-	-	ko:K02109	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	-	ATP-synt_B
WP_205851042.1	1188236.MARG_1690	9.76e-36	124.0	COG0636@1|root,COG0636@2|Bacteria,3WTX2@544448|Tenericutes	544448|Tenericutes	C	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation	atpE	-	-	ko:K02110	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	-	ATP-synt_C
WP_205851046.1	1188236.MARG_1740	0.0	983.0	COG0488@1|root,COG0488@2|Bacteria,3WT1U@544448|Tenericutes	544448|Tenericutes	S	abc transporter atp-binding protein	yheS_2	-	-	-	-	-	-	-	-	-	-	-	ABC_tran,ABC_tran_Xtn
WP_205851048.1	1188233.MAU_4090	8.67e-106	308.0	COG0242@1|root,COG0242@2|Bacteria,3WTGP@544448|Tenericutes	544448|Tenericutes	J	Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions	def	-	3.5.1.88	ko:K01462	-	-	-	-	ko00000,ko01000	-	-	-	Pep_deformylase
WP_205851051.1	1188233.MAU_4060	2.12e-50	162.0	2B5XK@1|root,31YTK@2|Bacteria,3WTZ5@544448|Tenericutes	544448|Tenericutes	-	-	ptsG	-	-	-	-	-	-	-	-	-	-	-	PTS_EIIB
WP_205851053.1	1188236.MARG_1810	0.0	1032.0	COG0441@1|root,COG0441@2|Bacteria,3WSUV@544448|Tenericutes	544448|Tenericutes	J	Catalyzes the attachment of threonine to tRNA(Thr) in a two-step reaction L-threonine is first activated by ATP to form Thr-AMP and then transferred to the acceptor end of tRNA(Thr)	thrS	-	6.1.1.3	ko:K01868	ko00970,map00970	M00359,M00360	R03663	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	HGTP_anticodon,TGS,tRNA-synt_2b,tRNA_SAD
WP_205851055.1	1188236.MARG_1830	1.31e-46	159.0	29ZRC@1|root,30MS8@2|Bacteria,3WTNJ@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_205851057.1	1188233.MAU_3990	2.73e-42	139.0	COG0268@1|root,COG0268@2|Bacteria,3WTVR@544448|Tenericutes	544448|Tenericutes	J	Binds directly to 16S ribosomal RNA	rpsT	-	-	ko:K02968	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S20p
WP_205851058.1	1188236.MARG_1860	5.25e-101	300.0	COG0313@1|root,COG0313@2|Bacteria,3WSYS@544448|Tenericutes	544448|Tenericutes	H	Catalyzes the 2'-O-methylation of the ribose of cytidine 1402 (C1402) in 16S rRNA	rsmI	-	2.1.1.198	ko:K07056	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	TP_methylase
WP_205851059.1	1188236.MARG_1870	1.26e-105	316.0	COG0470@1|root,COG0470@2|Bacteria,3WTBS@544448|Tenericutes	544448|Tenericutes	L	DNA polymerase III subunit delta	dnaH	-	2.7.7.7	ko:K02341	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	DNA_pol3_delta2
WP_205851061.1	1188236.MARG_1900	6.46e-41	137.0	COG0718@1|root,COG0718@2|Bacteria,3WTX0@544448|Tenericutes	544448|Tenericutes	S	Binds to DNA and alters its conformation. May be involved in regulation of gene expression, nucleoid organization and DNA protection	-	-	-	ko:K09747	-	-	-	-	ko00000	-	-	-	YbaB_DNA_bd
WP_205851064.1	1188234.MALK_5910	5.27e-70	214.0	COG1051@1|root,COG1051@2|Bacteria,3WTKJ@544448|Tenericutes	544448|Tenericutes	F	NUDIX domain	-	-	-	-	-	-	-	-	-	-	-	-	NUDIX
WP_205851067.1	1188236.MARG_1970	6.38e-167	476.0	COG0395@1|root,COG0395@2|Bacteria,3WSW9@544448|Tenericutes	544448|Tenericutes	P	ABC transporter permease	ugpE	-	-	ko:K02026	-	M00207	-	-	ko00000,ko00002,ko02000	3.A.1.1	-	-	BPD_transp_1
WP_205851068.1	1188236.MARG_1980	3.71e-160	458.0	COG1175@1|root,COG1175@2|Bacteria,3WT0S@544448|Tenericutes	544448|Tenericutes	P	ABC transporter permease	ugpA	-	-	ko:K02025	-	M00207	-	-	ko00000,ko00002,ko02000	3.A.1.1	-	-	BPD_transp_1
WP_205851077.1	1188236.MARG_2130	5.86e-40	134.0	2A48K@1|root,30STT@2|Bacteria,3WTYJ@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_205851079.1	1188233.MAU_1550	6.4e-61	199.0	COG1525@1|root,COG1525@2|Bacteria,3WTKC@544448|Tenericutes	544448|Tenericutes	L	Staphylococcal nuclease homologue	-	-	3.1.31.1	ko:K01174	-	-	-	-	ko00000,ko01000	-	-	-	SNase
WP_205851083.1	496833.MBIO_0377	5.46e-51	169.0	COG0693@1|root,COG0693@2|Bacteria,3WTNF@544448|Tenericutes	544448|Tenericutes	S	DJ-1/PfpI family	-	-	3.5.1.124	ko:K03152	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	DJ-1_PfpI
WP_205851087.1	1188234.MALK_3190	1.11e-241	665.0	COG0078@1|root,COG0078@2|Bacteria,3WT22@544448|Tenericutes	544448|Tenericutes	E	Reversibly catalyzes the transfer of the carbamoyl group from carbamoyl phosphate (CP) to the N(epsilon) atom of ornithine (ORN) to produce L-citrulline	arcB	-	2.1.3.3	ko:K00611	ko00220,ko01100,ko01110,ko01130,ko01230,map00220,map01100,map01110,map01130,map01230	M00029,M00844	R01398	RC00096	ko00000,ko00001,ko00002,ko01000	-	-	-	OTCace,OTCace_N
WP_205851088.1	1188236.MARG_2220	3.86e-53	172.0	COG1970@1|root,COG1970@2|Bacteria,3WTN7@544448|Tenericutes	544448|Tenericutes	M	mechanosensitive channel	mscL	-	-	ko:K03282	-	-	-	-	ko00000,ko02000	1.A.22.1	-	-	MscL
WP_205851089.1	1188236.MARG_2230	2.76e-28	107.0	2BKFB@1|root,32EW5@2|Bacteria,3WTXW@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_205851092.1	1188234.MALK_2760	1.84e-130	378.0	COG1481@1|root,COG1481@2|Bacteria,3WTPB@544448|Tenericutes	544448|Tenericutes	K	May be required for sporulation	whiA	-	-	ko:K09762	-	-	-	-	ko00000	-	-	-	HTH_WhiA,LAGLIDADG_WhiA,WhiA_N
WP_205851094.1	1188236.MARG_2340	8.82e-58	180.0	COG0537@1|root,COG0537@2|Bacteria,3WTPI@544448|Tenericutes	544448|Tenericutes	FG	COG0537 Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases	hit	-	-	ko:K02503	-	-	-	-	ko00000,ko04147	-	-	-	HIT
WP_205851096.1	1188234.MALK_2830	5.32e-97	291.0	2B5KJ@1|root,31YFK@2|Bacteria,3WTFG@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	ko:K07271	-	-	-	-	ko00000,ko01000	-	-	-	-
WP_205851100.1	1188233.MAU_2040	8.84e-180	506.0	COG0462@1|root,COG0462@2|Bacteria,3WSZG@544448|Tenericutes	544448|Tenericutes	F	Involved in the biosynthesis of the central metabolite phospho-alpha-D-ribosyl-1-pyrophosphate (PRPP) via the transfer of pyrophosphoryl group from ATP to 1-hydroxyl of ribose-5-phosphate (Rib-5-P)	prs	-	2.7.6.1	ko:K00948	ko00030,ko00230,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00230,map01100,map01110,map01120,map01130,map01200,map01230	M00005	R01049	RC00002,RC00078	ko00000,ko00001,ko00002,ko01000	-	-	-	Pribosyl_synth,Pribosyltran,Pribosyltran_N
WP_205851104.1	1188236.MARG_2430	0.0	1448.0	COG0474@1|root,COG0474@2|Bacteria,3WT2E@544448|Tenericutes	544448|Tenericutes	P	Cation transporter/ATPase, N-terminus	mgtA	-	3.6.3.2	ko:K01531	-	-	-	-	ko00000,ko01000	3.A.3.4	-	-	Cation_ATPase_C,Cation_ATPase_N,E1-E2_ATPase,Hydrolase,Hydrolase_3
WP_205851106.1	1188236.MARG_2440	5.42e-114	333.0	COG3638@1|root,COG3638@2|Bacteria,3WTFH@544448|Tenericutes	544448|Tenericutes	P	Part of the ABC transporter complex PhnCDE involved in phosphonates import. Responsible for energy coupling to the transport system	phnC	-	3.6.3.28	ko:K02041	ko02010,map02010	M00223	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.9	-	-	ABC_tran
WP_205851107.1	1188236.MARG_2450	1.55e-208	579.0	COG0039@1|root,COG0039@2|Bacteria,3WT4D@544448|Tenericutes	544448|Tenericutes	C	Belongs to the LDH MDH superfamily	ldh	-	1.1.1.27	ko:K00016	ko00010,ko00270,ko00620,ko00640,ko01100,ko01110,ko01120,ko01130,ko04922,map00010,map00270,map00620,map00640,map01100,map01110,map01120,map01130,map04922	-	R00703,R01000,R03104	RC00031,RC00044	ko00000,ko00001,ko01000,ko04147	-	-	-	Ldh_1_C,Ldh_1_N
WP_205851108.1	1188236.MARG_2460	5.2e-159	463.0	COG0166@1|root,COG0166@2|Bacteria,3WSUT@544448|Tenericutes	544448|Tenericutes	G	Glucose-6-phosphate isomerase	pgi	-	5.3.1.9	ko:K01810	ko00010,ko00030,ko00500,ko00520,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00030,map00500,map00520,map01100,map01110,map01120,map01130,map01200	M00001,M00004,M00114	R02739,R02740,R03321	RC00376,RC00563	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	PGI
WP_205851109.1	347256.MHO_3600	2.41e-47	154.0	2BV58@1|root,32QII@2|Bacteria,3WTST@544448|Tenericutes	544448|Tenericutes	J	Ribosomal protein S1-like RNA-binding domain	rpsA	-	-	ko:K02945	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	S1
WP_205851112.1	1188233.MAU_6310	1.19e-96	290.0	COG0030@1|root,COG0030@2|Bacteria,3WTCB@544448|Tenericutes	544448|Tenericutes	J	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a conserved hairpin near the 3'-end of 16S rRNA in the 30S particle. May play a critical role in biogenesis of 30S subunits	ksgA	-	2.1.1.182	ko:K02528	-	-	R10716	RC00003,RC03257	ko00000,ko01000,ko03009	-	-	-	RrnaAD
WP_205851113.1	243272.MARTH_orf006	5.37e-131	377.0	COG0084@1|root,COG0084@2|Bacteria,3WSY0@544448|Tenericutes	544448|Tenericutes	L	hmm tigr00010	tatD	-	-	ko:K03424	-	-	-	-	ko00000,ko01000	-	-	-	TatD_DNase
WP_205851115.1	1188236.MARG_2600	2.82e-32	112.0	COG0227@1|root,COG0227@2|Bacteria,3WTVQ@544448|Tenericutes	544448|Tenericutes	J	Belongs to the bacterial ribosomal protein bL28 family	rpmB	-	-	ko:K02902	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L28
WP_205851116.1	1188236.MARG_2610	1.61e-32	114.0	COG2501@1|root,COG2501@2|Bacteria,3WU4A@544448|Tenericutes	544448|Tenericutes	S	S4 domain	-	-	-	-	-	-	-	-	-	-	-	-	S4_2
WP_205851118.1	1188233.MAU_6370	7.89e-227	636.0	COG0593@1|root,COG0593@2|Bacteria,3WT3A@544448|Tenericutes	544448|Tenericutes	L	it binds specifically double-stranded DNA at a 9 bp consensus (dnaA box) 5'-TTATC CA A CA A-3'. DnaA binds to ATP and to acidic phospholipids	dnaA	-	-	ko:K02313	ko02020,ko04112,map02020,map04112	-	-	-	ko00000,ko00001,ko03032,ko03036	-	-	-	Bac_DnaA,Bac_DnaA_C,DnaA_N
