## Tue Apr 25 21:35:27 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_u91w27le --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_u91w27le --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_u91w27le/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_036451743.1	1034808.GIG_01865	2.06e-137	417.0	COG0195@1|root,COG0195@2|Bacteria,3WT42@544448|Tenericutes	544448|Tenericutes	K	Participates in both transcription termination and antitermination	nusA	-	-	ko:K02600	-	-	-	-	ko00000,ko03009,ko03021	-	-	-	KH_5,NusA_N,S1_2
WP_036451746.1	1117644.MCANPG14_00878	1.73e-45	152.0	29ZS7@1|root,30MT6@2|Bacteria,3WTQ4@544448|Tenericutes	544448|Tenericutes	S	RimP N-terminal domain	-	-	-	ko:K09748	-	-	-	-	ko00000,ko03009	-	-	-	DUF150,DUF150_C
WP_036451749.1	1037410.MCSF7_00909	2.25e-73	254.0	COG0687@1|root,30HWB@2|Bacteria,3WTA5@544448|Tenericutes	544448|Tenericutes	E	Required for the activity of the bacterial periplasmic transport system of putrescine	potD	-	-	ko:K11069	ko02010,map02010	M00299	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11.1	-	-	Lipoprotein_8
WP_036451752.1	1246955.MCYN_0686	1.02e-134	388.0	COG1177@1|root,COG1177@2|Bacteria,3WSUK@544448|Tenericutes	544448|Tenericutes	P	spermidine putrescine transport system, permease	potC	-	-	ko:K11070	ko02010,map02010	M00299	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11.1	-	-	BPD_transp_1,Lipoprotein_8
WP_036451755.1	1246955.MCYN_0687	1.99e-129	375.0	COG1176@1|root,COG1176@2|Bacteria,3WSV3@544448|Tenericutes	544448|Tenericutes	P	ABC transporter permease	potB	-	-	ko:K11071	ko02010,map02010	M00299	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11.1	-	-	BPD_transp_1
WP_036451758.1	1117644.MCANPG14_01078	1.31e-253	704.0	COG3839@1|root,COG3839@2|Bacteria,3WSWX@544448|Tenericutes	544448|Tenericutes	G	Part of the ABC transporter complex PotABCD involved in spermidine putrescine import. Responsible for energy coupling to the transport system	potA	-	3.6.3.31	ko:K11072	ko02010,map02010	M00299	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.11.1	-	-	ABC_tran,TOBE_2
WP_036451763.1	1246955.MCYN_0465	6.9e-237	659.0	COG0112@1|root,COG0112@2|Bacteria,3WSZW@544448|Tenericutes	544448|Tenericutes	E	Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF- independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism	glyA	-	2.1.2.1	ko:K00600	ko00260,ko00460,ko00630,ko00670,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko01523,map00260,map00460,map00630,map00670,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map01523	M00140,M00141,M00346,M00532	R00945,R09099	RC00022,RC00112,RC01583,RC02958	ko00000,ko00001,ko00002,ko01000	-	-	-	SHMT
WP_036451766.1	1117644.MCANPG14_02096	6.92e-277	785.0	COG0072@1|root,COG0072@2|Bacteria,3WSUD@544448|Tenericutes	544448|Tenericutes	J	Belongs to the phenylalanyl-tRNA synthetase beta subunit family. Type 1 subfamily	pheT	-	6.1.1.20	ko:K01890	ko00970,map00970	M00359,M00360	R03660	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	B3_4,B5,FDX-ACB,tRNA_bind
WP_036451771.1	1117644.MCANPG14_02091	6.88e-79	243.0	COG0692@1|root,COG0692@2|Bacteria,3WTJA@544448|Tenericutes	544448|Tenericutes	L	Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine	ung	-	3.2.2.27	ko:K03648	ko03410,ko05340,map03410,map05340	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	UDG
WP_036451773.1	1246955.MCYN_0468	4.74e-168	476.0	COG0016@1|root,COG0016@2|Bacteria,3WT38@544448|Tenericutes	544448|Tenericutes	J	Belongs to the class-II aminoacyl-tRNA synthetase family. Phe-tRNA synthetase alpha subunit type 1 subfamily	pheS	-	6.1.1.20	ko:K01889	ko00970,map00970	M00359,M00360	R03660	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	Phe_tRNA-synt_N,tRNA-synt_2d
WP_036451775.1	1188241.UDIV_3680	1.42e-125	365.0	COG0338@1|root,COG0338@2|Bacteria,3WSZE@544448|Tenericutes	544448|Tenericutes	H	Site-specific DNA-methyltransferase (adenine-specific)	dam	-	2.1.1.72	ko:K06223	ko03430,map03430	-	-	-	ko00000,ko00001,ko01000,ko02048,ko03032,ko03400	-	-	-	DpnII,HTH_3,MethyltransfD12
WP_036451792.1	1117644.MCANPG14_02491	5.57e-222	619.0	COG0126@1|root,COG0126@2|Bacteria,3WSUW@544448|Tenericutes	544448|Tenericutes	F	belongs to the phosphoglycerate kinase family	pgk	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	2.7.2.3	ko:K00927	ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00001,M00002,M00003,M00165,M00166,M00308,M00552	R01512	RC00002,RC00043	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	PGK
WP_036451800.1	1117644.MCANPG14_01896	0.0	965.0	COG0441@1|root,COG0441@2|Bacteria,3WSUV@544448|Tenericutes	544448|Tenericutes	J	Catalyzes the attachment of threonine to tRNA(Thr) in a two-step reaction L-threonine is first activated by ATP to form Thr-AMP and then transferred to the acceptor end of tRNA(Thr)	thrS	-	6.1.1.3	ko:K01868	ko00970,map00970	M00359,M00360	R03663	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	HGTP_anticodon,TGS,tRNA-synt_2b,tRNA_SAD
WP_036451802.1	1117644.MCANPG14_01891	1.82e-167	476.0	COG0180@1|root,COG0180@2|Bacteria,3WT2W@544448|Tenericutes	544448|Tenericutes	J	Tryptophanyl-tRNA synthetase	trpS	-	6.1.1.2	ko:K01867	ko00970,map00970	M00359,M00360	R03664	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	tRNA-synt_1b
WP_036451811.1	289397.MBOVPG45_0250	6.32e-37	130.0	COG1970@1|root,COG1970@2|Bacteria,3WTN7@544448|Tenericutes	544448|Tenericutes	M	mechanosensitive channel	mscL	-	-	ko:K03282	-	-	-	-	ko00000,ko02000	1.A.22.1	-	-	MscL
WP_036451814.1	1117644.MCANPG14_00828	7.4e-180	508.0	COG1488@1|root,COG1488@2|Bacteria,3WSVB@544448|Tenericutes	544448|Tenericutes	H	Catalyzes the synthesis of beta-nicotinate D- ribonucleotide from nicotinate and 5-phospho-D-ribose 1-phosphate at the expense of ATP	pncB	-	6.3.4.21	ko:K00763	ko00760,ko01100,map00760,map01100	-	R01724	RC00033	ko00000,ko00001,ko01000	-	-	-	NAPRTase,QRPTase_C,QRPTase_N
WP_036451830.1	1117644.MCANPG14_00873	1.65e-38	130.0	COG0268@1|root,COG0268@2|Bacteria,3WTVR@544448|Tenericutes	544448|Tenericutes	J	Binds directly to 16S ribosomal RNA	rpsT	-	-	ko:K02968	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S20p
WP_036451832.1	1117644.MCANPG14_01751	1.18e-118	347.0	COG0171@1|root,COG0171@2|Bacteria,3WT62@544448|Tenericutes	544448|Tenericutes	H	Catalyzes the ATP-dependent amidation of deamido-NAD to form NAD. Uses ammonia as a nitrogen source	nadE	-	6.3.1.5	ko:K01916	ko00760,ko01100,map00760,map01100	M00115	R00189	RC00100	ko00000,ko00001,ko00002,ko01000	-	-	-	NAD_synthase
WP_036451835.1	1117644.MCANPG14_01746	2.76e-133	382.0	COG0217@1|root,COG0217@2|Bacteria,3WT6S@544448|Tenericutes	544448|Tenericutes	K	transcriptional regulatory protein	-	-	-	-	-	-	-	-	-	-	-	-	Transcrip_reg
WP_036451837.1	1117644.MCANPG14_01736	1.52e-262	744.0	COG3887@1|root,COG3887@2|Bacteria,3WSY1@544448|Tenericutes	544448|Tenericutes	T	binds to the 23S rRNA	rplI	-	-	-	-	-	-	-	-	-	-	-	DHH,DHHA1,Ribosomal_L9_C,Ribosomal_L9_N
WP_036451842.1	1246955.MCYN_0678	1.58e-67	208.0	COG0359@1|root,COG0359@2|Bacteria,3WTTV@544448|Tenericutes	544448|Tenericutes	J	binds to the 23S rRNA	rplI	-	-	ko:K02939	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L9_C,Ribosomal_L9_N
WP_036451845.1	1117644.MCANPG14_01726	4.47e-114	353.0	COG0305@1|root,COG0305@2|Bacteria,3WT5F@544448|Tenericutes	544448|Tenericutes	L	Participates in initiation and elongation during chromosome replication	dnaB	-	3.6.4.12	ko:K02314	ko03030,ko04112,map03030,map04112	-	-	-	ko00000,ko00001,ko01000,ko03032	-	-	-	DnaB,DnaB_C
WP_036451850.1	1117644.MCANPG14_01721	2.66e-163	472.0	COG1253@1|root,COG1253@2|Bacteria,3WSWD@544448|Tenericutes	544448|Tenericutes	S	Domain of unknown function DUF21	hlyC	-	-	ko:K03699	-	-	-	-	ko00000,ko02042	-	-	-	CBS,CorC_HlyC,DUF21
WP_036451852.1	1034808.GIG_00486	6.44e-78	244.0	COG1307@1|root,COG1307@2|Bacteria,3WTAU@544448|Tenericutes	544448|Tenericutes	S	Uncharacterised protein, DegV family COG1307	-	-	-	-	-	-	-	-	-	-	-	-	DegV
WP_036451859.1	1037410.MCSF7_00496	5.1e-49	168.0	COG0558@1|root,COG0558@2|Bacteria,3WTR9@544448|Tenericutes	544448|Tenericutes	I	Belongs to the CDP-alcohol phosphatidyltransferase class-I family	pgsA	-	2.7.8.5	ko:K00995	ko00564,ko01100,map00564,map01100	-	R01801	RC00002,RC00017,RC02795	ko00000,ko00001,ko01000	-	-	-	CDP-OH_P_transf
WP_036451861.1	1117644.MCANPG14_02136	8.81e-15	72.0	2B5XQ@1|root,31YTP@2|Bacteria,3WTZA@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_036451863.1	1246955.MCYN_0453	2.12e-90	270.0	COG1624@1|root,COG1624@2|Bacteria,3WTA6@544448|Tenericutes	544448|Tenericutes	S	Catalyzes the condensation of 2 ATP molecules into cyclic di-AMP (c-di-AMP), a second messenger used to regulate differing processes in different bacteria	dacA	-	2.7.7.85	ko:K18672	-	-	-	-	ko00000,ko01000	-	-	-	DisA_N
WP_036451866.1	496833.MBIO_0857	4.17e-32	118.0	COG1051@1|root,COG1051@2|Bacteria,3WTKJ@544448|Tenericutes	544448|Tenericutes	F	NUDIX domain	-	-	-	-	-	-	-	-	-	-	-	-	NUDIX
WP_036451867.1	1117644.MCANPG14_00768	2.46e-187	530.0	COG0192@1|root,COG0192@2|Bacteria,3WT3I@544448|Tenericutes	544448|Tenericutes	H	Catalyzes the formation of S-adenosylmethionine (AdoMet) from methionine and ATP. The overall synthetic reaction is composed of two sequential steps, AdoMet formation and the subsequent tripolyphosphate hydrolysis which occurs prior to release of AdoMet from the enzyme	metK	-	2.5.1.6	ko:K00789	ko00270,ko01100,ko01110,ko01230,map00270,map01100,map01110,map01230	M00034,M00035,M00368,M00609	R00177,R04771	RC00021,RC01211	ko00000,ko00001,ko00002,ko01000	-	-	-	S-AdoMet_synt_C,S-AdoMet_synt_M,S-AdoMet_synt_N
WP_036451872.1	1034808.GIG_00180	5.25e-49	158.0	COG0858@1|root,COG0858@2|Bacteria,3WTQI@544448|Tenericutes	544448|Tenericutes	J	One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Associates with free 30S ribosomal subunits (but not with 30S subunits that are part of 70S ribosomes or polysomes). Required for efficient processing of 16S rRNA. May interact with the 5'-terminal helix region of 16S rRNA	rbfA	-	-	ko:K02834	-	-	-	-	ko00000,ko03009	-	-	-	RBFA
WP_036451874.1	1117644.MCANPG14_01048	1.58e-263	724.0	COG1015@1|root,COG1015@2|Bacteria,3WT1Q@544448|Tenericutes	544448|Tenericutes	G	Phosphotransfer between the C1 and C5 carbon atoms of pentose	deoB	-	5.4.2.7	ko:K01839	ko00030,ko00230,map00030,map00230	-	R01057,R02749	RC00408	ko00000,ko00001,ko01000	-	-	-	Metalloenzyme
WP_036451875.1	1034808.GIG_01112	4.67e-55	180.0	COG1182@1|root,COG1182@2|Bacteria,3WSZ4@544448|Tenericutes	544448|Tenericutes	C	Catalyzes the reductive cleavage of azo bond in aromatic azo compounds to the corresponding amines. Requires NADH, but not NADPH, as an electron donor for its activity	acpD	-	-	ko:K01118	-	-	-	-	ko00000,ko01000	-	-	-	Flavodoxin_2
WP_036451879.1	1117644.MCANPG14_01766	7.1e-117	359.0	COG0531@1|root,COG0531@2|Bacteria,3WT5P@544448|Tenericutes	544448|Tenericutes	E	amino acid	-	-	-	-	-	-	-	-	-	-	-	-	AA_permease_2
WP_036451882.1	1246955.MCYN_0672	5.73e-296	847.0	COG0466@1|root,COG0466@2|Bacteria,3WSVX@544448|Tenericutes	544448|Tenericutes	O	ATP-dependent serine protease that mediates the selective degradation of mutant and abnormal proteins as well as certain short-lived regulatory proteins. Required for cellular homeostasis and for survival from DNA damage and developmental changes induced by stress. Degrades polypeptides processively to yield small peptide fragments that are 5 to 10 amino acids long. Binds to DNA in a double-stranded, site-specific manner	lon	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	3.4.21.53	ko:K01338	ko04112,map04112	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	AAA,LON_substr_bdg,Lon_C
WP_036451883.1	1034808.GIG_00371	0.0	957.0	COG0495@1|root,COG0495@2|Bacteria,3WSW3@544448|Tenericutes	544448|Tenericutes	J	Belongs to the class-I aminoacyl-tRNA synthetase family	leuS	-	6.1.1.4	ko:K01869	ko00970,map00970	M00359,M00360	R03657	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	Anticodon_1,tRNA-synt_1,tRNA-synt_1_2,tRNA-synt_1g
WP_036451887.1	1246955.MCYN_0673	9.12e-107	312.0	COG0035@1|root,COG0035@2|Bacteria,3WSZU@544448|Tenericutes	544448|Tenericutes	F	Catalyzes the conversion of uracil and 5-phospho-alpha- D-ribose 1-diphosphate (PRPP) to UMP and diphosphate	upp	-	2.4.2.9	ko:K00761	ko00240,ko01100,map00240,map01100	-	R00966	RC00063	ko00000,ko00001,ko01000	-	-	-	UPRTase
WP_036451889.1	262723.MS53_0147	1.2e-285	818.0	COG1263@1|root,COG2190@1|root,COG1263@2|Bacteria,COG2190@2|Bacteria,3WT1H@544448|Tenericutes	544448|Tenericutes	G	PTS system, glucose-specific	ptsG	-	2.7.1.199	ko:K02777,ko:K02778,ko:K02779	ko00010,ko00500,ko00520,ko02026,ko02060,ko05111,map00010,map00500,map00520,map02026,map02060,map05111	M00265,M00266,M00268,M00270,M00272,M00303,M00806	R02738,R02780,R04111,R04394,R05132,R08559	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.1.1.1	-	-	PTS_EIIA_1,PTS_EIIB,PTS_EIIC
WP_036451891.1	1246955.MCYN_0756	1.73e-97	289.0	29ZM5@1|root,30MMP@2|Bacteria,3WTEJ@544448|Tenericutes	544448|Tenericutes	S	Phosphomevalonate kinase	-	-	-	-	-	-	-	-	-	-	-	-	P-mevalo_kinase
WP_036451892.1	1117644.MCANPG14_01551	8.46e-93	285.0	COG5377@1|root,COG5377@2|Bacteria,3WTE3@544448|Tenericutes	544448|Tenericutes	L	YqaJ viral recombinase family	-	-	-	-	-	-	-	-	-	-	-	-	YqaJ
WP_036451894.1	1246955.MCYN_0240	8.25e-195	549.0	COG0301@1|root,COG0301@2|Bacteria,3WT3B@544448|Tenericutes	544448|Tenericutes	H	Catalyzes the ATP-dependent transfer of a sulfur to tRNA to produce 4-thiouridine in position 8 of tRNAs, which functions as a near-UV photosensor. Also catalyzes the transfer of sulfur to the sulfur carrier protein ThiS, forming ThiS-thiocarboxylate. This is a step in the synthesis of thiazole, in the thiamine biosynthesis pathway. The sulfur is donated as persulfide by IscS	thiI	-	2.8.1.4	ko:K03151	ko00730,ko01100,ko04122,map00730,map01100,map04122	-	R07461	-	ko00000,ko00001,ko01000,ko03016	-	-	-	THUMP,ThiI
WP_036451895.1	644284.Arch_1174	7.08e-219	612.0	COG0137@1|root,COG0137@2|Bacteria,2GK96@201174|Actinobacteria,4D3U6@85005|Actinomycetales	201174|Actinobacteria	E	Belongs to the argininosuccinate synthase family. Type 1 subfamily	argG	GO:0000050,GO:0000053,GO:0003674,GO:0003824,GO:0004055,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006575,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016874,GO:0016879,GO:0019627,GO:0019752,GO:0034641,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0071704,GO:0071941,GO:0072350,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	6.3.4.5	ko:K01940	ko00220,ko00250,ko01100,ko01110,ko01130,ko01230,ko05418,map00220,map00250,map01100,map01110,map01130,map01230,map05418	M00029,M00844,M00845	R01954	RC00380,RC00629	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	Arginosuc_synth
WP_036451897.1	696369.KI912183_gene2486	3.77e-165	480.0	COG0165@1|root,COG0165@2|Bacteria,1TNZ6@1239|Firmicutes,2489H@186801|Clostridia,260K5@186807|Peptococcaceae	186801|Clostridia	E	TIGRFAM argininosuccinate lyase	argH	-	4.3.2.1	ko:K01755	ko00220,ko00250,ko01100,ko01110,ko01130,ko01230,map00220,map00250,map01100,map01110,map01130,map01230	M00029,M00844,M00845	R01086	RC00445,RC00447	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	ASL_C2,Lyase_1
WP_036451899.1	1117644.MCANPG14_02591	2.53e-205	574.0	COG0216@1|root,COG0216@2|Bacteria,3WSVU@544448|Tenericutes	544448|Tenericutes	J	Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA	prfA	-	-	ko:K02835	-	-	-	-	ko00000,ko03012	-	-	-	PCRF,RF-1
WP_036451900.1	1117644.MCANPG14_02586	4.85e-89	270.0	COG2890@1|root,COG2890@2|Bacteria,3WTXX@544448|Tenericutes	544448|Tenericutes	J	Belongs to the protein N5-glutamine methyltransferase family	hemK	-	2.1.1.297,2.7.7.87	ko:K02493,ko:K07566	-	-	R10463,R10806	RC00003,RC00745,RC03279	ko00000,ko01000,ko03009,ko03012,ko03016	-	-	-	MTS,Methyltransf_31
WP_036451902.1	1117644.MCANPG14_01986	9.58e-98	289.0	COG0220@1|root,COG0220@2|Bacteria,3WTRT@544448|Tenericutes	544448|Tenericutes	J	Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA	trmB	-	2.1.1.33	ko:K03439	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	Methyltransf_4
WP_036451904.1	262723.MS53_0271	4.46e-160	476.0	COG0322@1|root,COG0322@2|Bacteria,3WSWQ@544448|Tenericutes	544448|Tenericutes	L	The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrC both incises the 5' and 3' sides of the lesion. The N-terminal half is responsible for the 3' incision and the C-terminal half is responsible for the 5' incision	uvrC	-	-	ko:K03703	ko03420,map03420	-	-	-	ko00000,ko00001,ko03400	-	-	-	GIY-YIG,HHH_2,HHH_5,UVR,UvrC_HhH_N
WP_036451907.1	1117644.MCANPG14_02561	9.3e-24	94.7	2BMHX@1|root,32G2T@2|Bacteria,3WU17@544448|Tenericutes	544448|Tenericutes	K	helix_turn_helix, Arsenical Resistance Operon Repressor	-	-	-	ko:K03892	-	-	-	-	ko00000,ko03000	-	-	-	HTH_5
WP_036451910.1	1117644.MCANPG14_01701	6.62e-305	838.0	COG0696@1|root,COG0696@2|Bacteria,3WSZ1@544448|Tenericutes	544448|Tenericutes	G	Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate	gpmI	-	5.4.2.12	ko:K15633	ko00010,ko00260,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00260,map00680,map01100,map01110,map01120,map01130,map01200,map01230	M00001,M00002,M00003	R01518	RC00536	ko00000,ko00001,ko00002,ko01000	-	-	-	Metalloenzyme,Phosphodiest,iPGM_N
WP_036451912.1	1246955.MCYN_0479	4.73e-185	520.0	COG0057@1|root,COG0057@2|Bacteria,3WSX3@544448|Tenericutes	544448|Tenericutes	G	Belongs to the glyceraldehyde-3-phosphate dehydrogenase family	gap	-	1.2.1.12	ko:K00134	ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04066,ko05010,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230,map04066,map05010	M00001,M00002,M00003,M00165,M00166,M00308,M00552	R01061	RC00149	ko00000,ko00001,ko00002,ko01000,ko04131,ko04147	-	-	-	Gp_dh_C,Gp_dh_N
