## Tue Apr 25 21:54:26 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_8pahba07 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_8pahba07 --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_8pahba07/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
AVX54601.1	272632.MSC_0068	6.58e-227	625.0	COG0042@1|root,COG0042@2|Bacteria,3WSV1@544448|Tenericutes	544448|Tenericutes	J	Catalyzes the synthesis of 5,6-dihydrouridine (D), a modified base found in the D-loop of most tRNAs, via the reduction of the C5-C6 double bond in target uridines	dusB	-	-	-	-	-	-	-	-	-	-	-	Dus
AVX54602.1	272632.MSC_0069	0.0	976.0	COG1190@1|root,COG1190@2|Bacteria,3WT4Y@544448|Tenericutes	544448|Tenericutes	J	Belongs to the class-II aminoacyl-tRNA synthetase family	lysS	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	6.1.1.6	ko:K04567	ko00970,map00970	M00359,M00360	R03658	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	tRNA-synt_2,tRNA_anti-codon
AVX54603.1	272632.MSC_0072	1.14e-68	207.0	COG0526@1|root,COG0526@2|Bacteria,3WV3W@544448|Tenericutes	544448|Tenericutes	O	Belongs to the thioredoxin family	trxA	-	-	ko:K03671	ko04621,ko05418,map04621,map05418	-	-	-	ko00000,ko00001,ko03110	-	-	-	Thioredoxin
AVX54604.1	272632.MSC_0073	2.25e-205	567.0	COG0561@1|root,COG0561@2|Bacteria,3WT8H@544448|Tenericutes	544448|Tenericutes	S	haloacid dehalogenase-like hydrolase	-	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_3
AVX54605.1	272632.MSC_0080	0.0	883.0	COG0017@1|root,COG0017@2|Bacteria,3WT0G@544448|Tenericutes	544448|Tenericutes	J	asparaginyl-tRNA synthetase	asnS	-	6.1.1.22	ko:K01893	ko00970,map00970	M00359,M00360	R03648	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	tRNA-synt_2,tRNA_anti-codon
AVX54606.1	272632.MSC_0081	1.24e-197	548.0	COG0561@1|root,COG0561@2|Bacteria,3WT70@544448|Tenericutes	544448|Tenericutes	S	Sucrose-6F-phosphate phosphohydrolase	-	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_3
AVX54607.1	272632.MSC_0083	6.52e-222	612.0	COG0533@1|root,COG0533@2|Bacteria,3WSXH@544448|Tenericutes	544448|Tenericutes	J	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine. Is involved in the transfer of the threonylcarbamoyl moiety of threonylcarbamoyl-AMP (TC-AMP) to the N6 group of A37, together with TsaE and TsaB. TsaD likely plays a direct catalytic role in this reaction	gcp	-	2.3.1.234	ko:K01409	-	-	R10648	RC00070,RC00416	ko00000,ko01000,ko03016	-	-	-	Peptidase_M22
AVX54608.1	1179777.D500_0232	1.27e-43	142.0	2B5TI@1|root,31YP8@2|Bacteria,3WTSF@544448|Tenericutes	544448|Tenericutes	S	Uncharacterized protein conserved in bacteria (DUF2188)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2188
AVX54609.1	272632.MSC_0085	1.04e-306	838.0	COG0486@1|root,COG0486@2|Bacteria,3WSVW@544448|Tenericutes	544448|Tenericutes	J	Exhibits a very high intrinsic GTPase hydrolysis rate. Involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA- cmnm(5)s(2)U34	trmE	-	-	ko:K03650	-	-	R08701	RC00053,RC00209,RC00870	ko00000,ko01000,ko03016	-	-	-	MMR_HSR1,MnmE_helical,TrmE_N
AVX54610.1	1179777.D500_0234	2.25e-45	147.0	COG0268@1|root,COG0268@2|Bacteria,3WTQE@544448|Tenericutes	544448|Tenericutes	J	Binds directly to 16S ribosomal RNA	rpsT	-	-	ko:K02968	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S20p
AVX54611.1	1179777.D500_0492	1.07e-137	393.0	29ZPZ@1|root,30MQP@2|Bacteria,3WTJ8@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
AVX54612.1	272632.MSC_0089	0.0	1764.0	COG0653@1|root,COG0653@2|Bacteria,3WSXQ@544448|Tenericutes	544448|Tenericutes	U	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane	secA	-	-	ko:K03070	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	3.A.5.1,3.A.5.10,3.A.5.2,3.A.5.4	-	-	Helicase_C,SecA_DEAD,SecA_PP_bind,SecA_SW
AVX54613.1	272632.MSC_0091	3.88e-211	584.0	COG0258@1|root,COG0258@2|Bacteria,3WSZM@544448|Tenericutes	544448|Tenericutes	L	Helix-hairpin-helix class 2 (Pol1 family) motifs	polA1	-	2.7.7.7	ko:K02335	ko00230,ko00240,ko01100,ko03030,ko03410,ko03420,ko03440,map00230,map00240,map01100,map03030,map03410,map03420,map03440	-	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko01000,ko03032,ko03400	-	-	-	5_3_exonuc,5_3_exonuc_N
AVX54614.1	272632.MSC_0100	5.57e-37	125.0	295BP@1|root,2ZSPT@2|Bacteria,3WU15@544448|Tenericutes	544448|Tenericutes	L	Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides	xseB	-	3.1.11.6	ko:K03602	ko03430,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	Exonuc_VII_S
AVX54615.1	272632.MSC_0101	1.19e-300	824.0	COG1570@1|root,COG1570@2|Bacteria,3WTA1@544448|Tenericutes	544448|Tenericutes	L	Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides	xseA	-	3.1.11.6	ko:K03601	ko03430,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	Exonuc_VII_L,tRNA_anti_2
AVX54616.1	272632.MSC_0102	7.06e-84	248.0	COG0781@1|root,COG0781@2|Bacteria,3WTQC@544448|Tenericutes	544448|Tenericutes	K	Involved in transcription antitermination. Required for transcription of ribosomal RNA (rRNA) genes. Binds specifically to the boxA antiterminator sequence of the ribosomal RNA (rrn) operons	nusB	-	-	ko:K03625	-	-	-	-	ko00000,ko03009,ko03021	-	-	-	NusB
AVX54617.1	272632.MSC_0103	1.77e-147	425.0	2B5NM@1|root,31YI0@2|Bacteria,3WTJ1@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
AVX54618.1	880447.MSB_A0101	9.94e-209	577.0	COG0648@1|root,COG0648@2|Bacteria,3WSYK@544448|Tenericutes	544448|Tenericutes	L	Endonuclease IV plays a role in DNA repair. It cleaves phosphodiester bonds at apurinic or apyrimidinic sites (AP sites) to produce new 5'-ends that are base-free deoxyribose 5-phosphate residues. It preferentially attacks modified AP sites created by bleomycin and neocarzinostatin	nfo	-	3.1.21.2	ko:K01151	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	AP_endonuc_2
AVX54619.1	272632.MSC_0993	2.2e-297	815.0	COG1215@1|root,COG1215@2|Bacteria,3WT8Z@544448|Tenericutes	544448|Tenericutes	M	Glycosyl transferase family 2	-	-	-	ko:K00786	-	-	-	-	ko00000,ko01000	-	-	-	Glyco_tranf_2_3,Glycos_transf_2
AVX54620.1	272632.MSC_0988	1.4e-207	575.0	COG0463@1|root,COG0463@2|Bacteria,3WT9P@544448|Tenericutes	544448|Tenericutes	M	Glycosyltransferase, group 2 family protein	-	-	-	ko:K00786	-	-	-	-	ko00000,ko01000	-	-	-	Glycos_transf_2
AVX54621.1	272632.MSC_0110	3.54e-198	550.0	COG1210@1|root,COG1210@2|Bacteria,3WT6N@544448|Tenericutes	544448|Tenericutes	M	Nucleotidyl transferase	gtaB	-	2.7.7.9	ko:K00963	ko00040,ko00052,ko00500,ko00520,ko01100,ko01130,map00040,map00052,map00500,map00520,map01100,map01130	M00129,M00361,M00362,M00549	R00289	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	NTP_transferase
AVX54622.1	272632.MSC_0111	2.78e-74	225.0	294PH@1|root,2ZS2U@2|Bacteria,3WU0M@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
AVX54623.1	272632.MSC_0112	1.52e-168	472.0	COG0344@1|root,COG0344@2|Bacteria,3WTGS@544448|Tenericutes	544448|Tenericutes	I	Catalyzes the transfer of an acyl group from acyl- phosphate (acyl-PO(4)) to glycerol-3-phosphate (G3P) to form lysophosphatidic acid (LPA). This enzyme utilizes acyl-phosphate as fatty acyl donor, but not acyl-CoA or acyl-ACP	plsY	-	2.3.1.15	ko:K08591	ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110	M00089	R00851,R09380	RC00004,RC00039,RC00041	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	G3P_acyltransf
AVX54624.1	880447.MSB_A0178	0.0	962.0	COG0008@1|root,COG0008@2|Bacteria,3WT19@544448|Tenericutes	544448|Tenericutes	J	Catalyzes the attachment of glutamate to tRNA(Glu) in a two-step reaction glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu)	gltX	-	6.1.1.17,6.1.1.24	ko:K01885,ko:K09698	ko00860,ko00970,ko01100,ko01110,ko01120,map00860,map00970,map01100,map01110,map01120	M00121,M00359,M00360	R03651,R05578	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko02048,ko03016	-	-	-	tRNA-synt_1c
AVX54625.1	272632.MSC_0132	3.09e-286	782.0	COG1078@1|root,COG1078@2|Bacteria,3WT60@544448|Tenericutes	544448|Tenericutes	S	Metal dependent phosphohydrolases with conserved 'HD' motif.	-	-	-	ko:K06885	-	-	-	-	ko00000	-	-	-	HD
AVX54626.1	272632.MSC_0133	1.12e-78	236.0	COG3343@1|root,COG3343@2|Bacteria,3WTPE@544448|Tenericutes	544448|Tenericutes	K	RNA polymerase activity	rpoE	-	-	ko:K03048	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00183	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko03021,ko03400	-	-	-	-
AVX54627.1	272632.MSC_0134	0.0	1036.0	COG0504@1|root,COG0504@2|Bacteria,3WSXC@544448|Tenericutes	544448|Tenericutes	F	Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen	pyrG	-	6.3.4.2	ko:K01937	ko00240,ko01100,map00240,map01100	M00052	R00571,R00573	RC00010,RC00074	ko00000,ko00001,ko00002,ko01000	-	-	-	CTP_synth_N,GATase
AVX54628.1	272632.MSC_0139	4.23e-214	591.0	COG0191@1|root,COG0191@2|Bacteria,3WSVG@544448|Tenericutes	544448|Tenericutes	G	aldolase	fba	-	4.1.2.13,4.1.2.29	ko:K01624,ko:K03339	ko00010,ko00030,ko00051,ko00562,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00030,map00051,map00562,map00680,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00001,M00003,M00165,M00167,M00344,M00345	R01068,R01070,R01829,R02568,R05378	RC00438,RC00439,RC00603,RC00604,RC00721	ko00000,ko00001,ko00002,ko01000	-	-	-	F_bP_aldolase
AVX54629.1	880447.MSB_A0185	7.73e-236	650.0	COG0464@1|root,COG0464@2|Bacteria,3WT8B@544448|Tenericutes	544448|Tenericutes	O	hmm pf00004	-	-	-	-	-	-	-	-	-	-	-	-	AAA
AVX54630.1	880447.MSB_A0186	0.0	1296.0	COG1404@1|root,COG1404@2|Bacteria,3WT8A@544448|Tenericutes	544448|Tenericutes	O	Subtilase family	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_S8
