## Tue Apr 25 22:19:22 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_lg9sxwoe --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_lg9sxwoe --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_lg9sxwoe/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_151059826.1	1006581.GCW_03535	2.77e-78	233.0	COG0100@1|root,COG0100@2|Bacteria,3WTM3@544448|Tenericutes	544448|Tenericutes	J	Located on the platform of the 30S subunit, it bridges several disparate RNA helices of the 16S rRNA. Forms part of the Shine-Dalgarno cleft in the 70S ribosome	rpsK	-	-	ko:K02948	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S11
WP_182078510.1	708616.MGF_3237	0.0	1207.0	2B5D7@1|root,31Y7H@2|Bacteria,3WT3R@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_182078511.1	1006581.GCW_02170	1.58e-60	186.0	COG0694@1|root,COG0694@2|Bacteria,3WU0C@544448|Tenericutes	544448|Tenericutes	O	NifU-like domain	-	-	-	-	-	-	-	-	-	-	-	-	NifU
WP_182078512.1	1006581.GCW_02175	7.97e-146	414.0	COG0344@1|root,COG0344@2|Bacteria,3WTGS@544448|Tenericutes	544448|Tenericutes	I	Catalyzes the transfer of an acyl group from acyl- phosphate (acyl-PO(4)) to glycerol-3-phosphate (G3P) to form lysophosphatidic acid (LPA). This enzyme utilizes acyl-phosphate as fatty acyl donor, but not acyl-CoA or acyl-ACP	plsY	-	2.3.1.15	ko:K08591	ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110	M00089	R00851,R09380	RC00004,RC00039,RC00041	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	G3P_acyltransf
WP_182078513.1	1006581.GCW_02180	8.45e-167	468.0	COG0327@1|root,COG0327@2|Bacteria,3WT46@544448|Tenericutes	544448|Tenericutes	S	cation binding	-	-	-	-	-	-	-	-	-	-	-	-	NIF3
WP_182078514.1	1006581.GCW_02185	9.84e-139	394.0	COG2384@1|root,COG2384@2|Bacteria,3WU21@544448|Tenericutes	544448|Tenericutes	S	tRNA (adenine(22)-N(1))-methyltransferase	trmK	-	2.1.1.217	ko:K06967	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	Methyltransf_18,TrmK
WP_182078516.1	1006581.GCW_02195	0.0	1147.0	COG0358@1|root,COG0358@2|Bacteria,3WSZT@544448|Tenericutes	544448|Tenericutes	L	RNA polymerase that catalyzes the synthesis of short RNA molecules used as primers for DNA polymerase during DNA replication	dnaG	-	-	ko:K02316	ko03030,map03030	-	-	-	ko00000,ko00001,ko01000,ko03032	-	-	-	DnaB_bind,Toprim_2,Toprim_4,Toprim_N,zf-CHC2
WP_182078517.1	1006581.GCW_02200	3.82e-310	848.0	COG0423@1|root,COG0423@2|Bacteria,3WT0M@544448|Tenericutes	544448|Tenericutes	J	Belongs to the class-II aminoacyl-tRNA synthetase family	glyS	GO:0003674,GO:0003824,GO:0004812,GO:0004820,GO:0005488,GO:0005515,GO:0016874,GO:0016875,GO:0046983,GO:0140098,GO:0140101	6.1.1.14	ko:K01880	ko00970,map00970	M00359,M00360	R03654	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	HGTP_anticodon,tRNA-synt_2b
WP_182078518.1	1006581.GCW_02205	1.04e-161	454.0	COG1381@1|root,COG1381@2|Bacteria,3WTVB@544448|Tenericutes	544448|Tenericutes	L	Involved in DNA repair and RecF pathway recombination	recO	-	-	ko:K03584	ko03440,map03440	-	-	-	ko00000,ko00001,ko03400	-	-	-	RecO_C,RecO_N
WP_182078519.1	708616.MGF_3176	1.38e-200	557.0	COG1159@1|root,COG1159@2|Bacteria,3WT35@544448|Tenericutes	544448|Tenericutes	S	An essential GTPase that binds both GDP and GTP, with rapid nucleotide exchange. Plays a role in 16S rRNA processing and 30S ribosomal subunit biogenesis and possibly also in cell cycle regulation and energy metabolism	era	-	-	ko:K03595	-	-	-	-	ko00000,ko03009,ko03029	-	-	-	KH_2,MMR_HSR1
WP_182078520.1	708616.MGF_3173	9.94e-104	301.0	COG0319@1|root,COG0319@2|Bacteria,3WU2B@544448|Tenericutes	544448|Tenericutes	J	Single strand-specific metallo-endoribonuclease involved in late-stage 70S ribosome quality control and in maturation of the 3' terminus of the 16S rRNA	ybeY	-	-	ko:K07042	-	-	-	-	ko00000,ko03009	-	-	-	UPF0054
WP_182078522.1	1006581.GCW_02225	0.0	1195.0	COG2274@1|root,COG2274@2|Bacteria,3WSXG@544448|Tenericutes	544448|Tenericutes	V	abc transporter atp-binding	sunT	-	-	ko:K02021	-	-	-	-	ko00000,ko02000	3.A.1.106,3.A.1.110,3.A.1.112,3.A.1.113,3.A.1.117,3.A.1.21	-	-	ABC_membrane,ABC_tran,Peptidase_C39
WP_182078524.1	1006581.GCW_02235	9.26e-263	728.0	COG0206@1|root,COG0206@2|Bacteria	2|Bacteria	D	Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity	ftsZ	-	-	ko:K03531	ko04112,map04112	-	-	-	ko00000,ko00001,ko02048,ko03036,ko04812	-	-	-	Tubulin
WP_182078527.1	1006581.GCW_02250	7.7e-95	276.0	COG2001@1|root,COG2001@2|Bacteria,3WTRW@544448|Tenericutes	544448|Tenericutes	K	MraZ protein, putative antitoxin-like	mraZ	-	-	ko:K03925	-	-	-	-	ko00000	-	-	-	MraZ
WP_182078528.1	708616.MGF_3119	1.26e-187	523.0	COG1386@1|root,COG1386@2|Bacteria,3WT47@544448|Tenericutes	544448|Tenericutes	D	Participates in chromosomal partition during cell division. May act via the formation of a condensin-like complex containing Smc and ScpA that pull DNA away from mid-cell into both cell halves	scpB	-	-	ko:K06024	-	-	-	-	ko00000,ko03036	-	-	-	SMC_ScpB
WP_182078529.1	708616.MGF_3104	0.0	889.0	COG0262@1|root,COG1354@1|root,COG0262@2|Bacteria,COG1354@2|Bacteria,3WTRF@544448|Tenericutes	544448|Tenericutes	H	Key enzyme in folate metabolism. Catalyzes an essential reaction for de novo glycine and purine synthesis, and for DNA precursor synthesis	dfrA	-	1.5.1.3	ko:K00287,ko:K05896	ko00670,ko00790,ko01100,ko01523,map00670,map00790,map01100,map01523	M00126,M00840	R00936,R00937,R00939,R00940,R02235,R02236,R11765	RC00109,RC00110,RC00158	ko00000,ko00001,ko00002,ko01000,ko03036	-	-	-	DHFR_1,SMC_ScpA
WP_182078530.1	1006581.GCW_02265	1.24e-167	471.0	COG0204@1|root,COG0204@2|Bacteria,3WTAB@544448|Tenericutes	544448|Tenericutes	I	1-acyl-sn-glycerol-3-phosphate acyltransferase	plsC	-	2.3.1.51	ko:K00655	ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110	M00089	R02241,R09381	RC00004,RC00037,RC00039	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	Acyltransferase
WP_182078531.1	708616.MGF_3098	4.62e-70	211.0	COG0736@1|root,COG0736@2|Bacteria	2|Bacteria	I	holo-[acyl-carrier-protein] synthase activity	acpS	-	2.7.6.3,2.7.8.7	ko:K00950,ko:K00997	ko00770,ko00790,ko01100,map00770,map00790,map01100	M00126,M00841	R01625,R03503	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	iYO844.BSU04620	ACPS
WP_182078533.1	708616.MGF_3095	2.84e-117	351.0	COG1039@1|root,COG1039@2|Bacteria,3WTR4@544448|Tenericutes	544448|Tenericutes	L	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids	rnhC	-	3.1.26.4	ko:K03470,ko:K03471	ko03030,map03030	-	-	-	ko00000,ko00001,ko01000,ko03032	-	-	-	DUF3378,RNase_HII
WP_182078535.1	708616.MGF_3095	6.16e-167	475.0	COG1039@1|root,COG1039@2|Bacteria,3WTR4@544448|Tenericutes	544448|Tenericutes	L	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids	rnhC	-	3.1.26.4	ko:K03470,ko:K03471	ko03030,map03030	-	-	-	ko00000,ko00001,ko01000,ko03032	-	-	-	DUF3378,RNase_HII
WP_182078536.1	1006581.GCW_01155	1.13e-207	607.0	28P2Q@1|root,2ZBYP@2|Bacteria	2|Bacteria	-	-	-	-	-	ko:K03646	-	-	-	-	ko00000,ko02000	2.C.1.2	-	-	FIVAR,Myco_haema
WP_182078537.1	1006581.GCW_01160	1.18e-176	528.0	28P2Q@1|root,2ZBYP@2|Bacteria	2|Bacteria	-	-	-	-	-	ko:K03646	-	-	-	-	ko00000,ko02000	2.C.1.2	-	-	FIVAR,Myco_haema
WP_182078538.1	1006581.GCW_01195	3.28e-191	564.0	28P2Q@1|root,2ZBYP@2|Bacteria	2|Bacteria	-	-	-	-	-	ko:K03646	-	-	-	-	ko00000,ko02000	2.C.1.2	-	-	FIVAR,Myco_haema
WP_182078539.1	1006581.GCW_01195	3.59e-172	515.0	28P2Q@1|root,2ZBYP@2|Bacteria	2|Bacteria	-	-	-	-	-	ko:K03646	-	-	-	-	ko00000,ko02000	2.C.1.2	-	-	FIVAR,Myco_haema
WP_182078540.1	1006581.GCW_01195	5.4e-189	558.0	28P2Q@1|root,2ZBYP@2|Bacteria	2|Bacteria	-	-	-	-	-	ko:K03646	-	-	-	-	ko00000,ko02000	2.C.1.2	-	-	FIVAR,Myco_haema
WP_182078541.1	1244083.CSUNSWCD_2321	4.28e-195	551.0	COG0270@1|root,COG0270@2|Bacteria,1MV9H@1224|Proteobacteria,42NPS@68525|delta/epsilon subdivisions,2YNCM@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	H	Cytosine-specific methyltransferase	-	-	2.1.1.37	ko:K00558	ko00270,ko01100,ko05206,map00270,map01100,map05206	M00035	R04858	RC00003,RC00332	ko00000,ko00001,ko00002,ko01000,ko02048,ko03032,ko03036	-	-	-	DNA_methylase
WP_182078542.1	708616.MGF_3075	1.1e-134	384.0	COG1704@1|root,COG1704@2|Bacteria,3WTFZ@544448|Tenericutes	544448|Tenericutes	S	LemA family	lemA	-	-	ko:K03744	-	-	-	-	ko00000	-	-	-	LemA
WP_182078543.1	1006581.GCW_02300	0.0	1020.0	2CA2F@1|root,34B0Q@2|Bacteria,3WTHD@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_182078547.1	565575.UUR10_0588	2.57e-84	253.0	2CEMV@1|root,33MP0@2|Bacteria,3WTIY@544448|Tenericutes	544448|Tenericutes	L	Bsp6I restriction endonuclease	-	-	-	-	-	-	-	-	-	-	-	-	RE_Bsp6I
WP_182078548.1	708616.MGF_3053	5.98e-155	438.0	COG0775@1|root,COG0775@2|Bacteria,3WTZS@544448|Tenericutes	544448|Tenericutes	E	Catalyzes the irreversible cleavage of the glycosidic bond in both 5'-methylthioadenosine (MTA) and S- adenosylhomocysteine (SAH AdoHcy) to adenine and the corresponding thioribose, 5'-methylthioribose and S-ribosylhomocysteine, respectively	mtn	-	3.2.2.9	ko:K01243	ko00270,ko01100,ko01230,map00270,map01100,map01230	M00034,M00609	R00194,R01401	RC00063,RC00318	ko00000,ko00001,ko00002,ko01000	-	-	-	PNP_UDP_1
WP_182078549.1	1006581.GCW_02315	6.07e-236	652.0	COG1057@1|root,COG1713@1|root,COG1057@2|Bacteria,COG1713@2|Bacteria,3WT5V@544448|Tenericutes	544448|Tenericutes	H	Catalyzes the reversible adenylation of nicotinate mononucleotide (NaMN) to nicotinic acid adenine dinucleotide (NaAD)	nadD	-	2.7.7.18	ko:K00969	ko00760,ko01100,map00760,map01100	M00115	R00137,R03005	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	CTP_transf_like,HD
WP_182078550.1	1006581.GCW_02320	7.29e-247	679.0	COG1161@1|root,COG1161@2|Bacteria,3WT6Y@544448|Tenericutes	544448|Tenericutes	S	50S ribosome-binding GTPase	yqeH	-	-	ko:K06948	-	-	-	-	ko00000,ko03009	-	-	-	MMR_HSR1,RsgA_GTPase
WP_182078551.1	708616.MGF_3026	0.0	1436.0	COG0188@1|root,COG0188@2|Bacteria,3WSYP@544448|Tenericutes	544448|Tenericutes	L	Topoisomerase IV is essential for chromosome segregation. It relaxes supercoiled DNA. Performs the decatenation events required during the replication of a circular DNA molecule	parC	-	-	ko:K02621	-	-	-	-	ko00000,ko01000,ko02048,ko03032,ko03036	-	-	-	DNA_gyraseA_C,DNA_topoisoIV
WP_182078552.1	1006581.GCW_02330	0.0	1192.0	COG0187@1|root,COG0187@2|Bacteria,3WSVJ@544448|Tenericutes	544448|Tenericutes	L	A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) DNA in an ATP-dependent manner to modulate DNA topology and maintain chromosomes in an underwound state. Negative supercoiling favors strand separation, and DNA replication, transcription, recombination and repair, all of which involve strand separation. Also able to catalyze the interconversion of other topological isomers of dsDNA rings, including catenanes and knotted rings. Type II topoisomerases break and join 2 DNA strands simultaneously in an ATP-dependent manner	parE	-	-	ko:K02622	-	-	-	-	ko00000,ko01000,ko02048,ko03032,ko03036	-	-	-	DNA_gyraseB,DNA_gyraseB_C,HATPase_c,Toprim
WP_182078553.1	708616.MGF_3015	5.97e-56	175.0	COG0776@1|root,COG0776@2|Bacteria	2|Bacteria	L	regulation of translation	hup	-	-	ko:K03530	-	-	-	-	ko00000,ko03032,ko03036,ko03400	-	-	-	Bac_DNA_binding
WP_182078555.1	1006581.GCW_03360	8.58e-221	640.0	28P2Q@1|root,2ZBYP@2|Bacteria	2|Bacteria	-	-	-	-	-	ko:K03646	-	-	-	-	ko00000,ko02000	2.C.1.2	-	-	FIVAR,Myco_haema
WP_182078556.1	1006581.GCW_03360	1.84e-210	614.0	28P2Q@1|root,2ZBYP@2|Bacteria	2|Bacteria	-	-	-	-	-	ko:K03646	-	-	-	-	ko00000,ko02000	2.C.1.2	-	-	FIVAR,Myco_haema
WP_182078557.1	1006581.GCW_01930	9.41e-188	555.0	28P2Q@1|root,2ZBYP@2|Bacteria	2|Bacteria	-	-	-	-	-	ko:K03646	-	-	-	-	ko00000,ko02000	2.C.1.2	-	-	FIVAR,Myco_haema
WP_182078558.1	1006581.GCW_01930	3.98e-172	514.0	28P2Q@1|root,2ZBYP@2|Bacteria	2|Bacteria	-	-	-	-	-	ko:K03646	-	-	-	-	ko00000,ko02000	2.C.1.2	-	-	FIVAR,Myco_haema
WP_182078559.1	1006581.GCW_01175	2.09e-198	580.0	28P2Q@1|root,2ZBYP@2|Bacteria	2|Bacteria	-	-	-	-	-	ko:K03646	-	-	-	-	ko00000,ko02000	2.C.1.2	-	-	FIVAR,Myco_haema
WP_182078560.1	1006581.GCW_01930	2.88e-185	548.0	28P2Q@1|root,2ZBYP@2|Bacteria	2|Bacteria	-	-	-	-	-	ko:K03646	-	-	-	-	ko00000,ko02000	2.C.1.2	-	-	FIVAR,Myco_haema
WP_182078561.1	1006581.GCW_02390	1.5e-238	684.0	28P2Q@1|root,2ZBYP@2|Bacteria	2|Bacteria	-	-	-	-	-	ko:K03646	-	-	-	-	ko00000,ko02000	2.C.1.2	-	-	FIVAR,Myco_haema
WP_182078562.1	1006581.GCW_01930	5.86e-209	610.0	28P2Q@1|root,2ZBYP@2|Bacteria	2|Bacteria	-	-	-	-	-	ko:K03646	-	-	-	-	ko00000,ko02000	2.C.1.2	-	-	FIVAR,Myco_haema
WP_182078563.1	1006581.GCW_01145	1.5e-224	645.0	28P2Q@1|root,2ZBYP@2|Bacteria	2|Bacteria	-	-	-	-	-	ko:K03646	-	-	-	-	ko00000,ko02000	2.C.1.2	-	-	FIVAR,Myco_haema
WP_182078564.1	1006581.GCW_02440	1.68e-176	532.0	28P2Q@1|root,2ZBYP@2|Bacteria	2|Bacteria	-	-	-	-	-	ko:K03646	-	-	-	-	ko00000,ko02000	2.C.1.2	-	-	FIVAR,Myco_haema
WP_182078567.1	1006581.GCW_02480	1.92e-139	396.0	COG0569@1|root,COG0569@2|Bacteria,3WSW5@544448|Tenericutes	544448|Tenericutes	C	potassium uptake protein	ktrA	-	-	ko:K03499	-	-	-	-	ko00000,ko02000	2.A.38.1,2.A.38.4	-	-	TrkA_C,TrkA_N
WP_182078568.1	708616.MGF_2941	0.0	1538.0	COG0495@1|root,COG0495@2|Bacteria,3WSW3@544448|Tenericutes	544448|Tenericutes	J	Belongs to the class-I aminoacyl-tRNA synthetase family	leuS	-	6.1.1.4	ko:K01869	ko00970,map00970	M00359,M00360	R03657	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	Anticodon_1,tRNA-synt_1,tRNA-synt_1_2,tRNA-synt_1g
WP_182078569.1	1006581.GCW_02490	2.77e-145	410.0	COG1881@1|root,COG1881@2|Bacteria,3WT80@544448|Tenericutes	544448|Tenericutes	S	Phosphatidylethanolamine-binding protein	-	-	-	-	-	-	-	-	-	-	-	-	PBP
WP_182078571.1	708616.MGF_2916	4.11e-171	481.0	COG0656@1|root,COG0656@2|Bacteria,3WTEF@544448|Tenericutes	544448|Tenericutes	S	Aldo/keto reductase family	-	-	-	-	-	-	-	-	-	-	-	-	Aldo_ket_red
WP_182078575.1	708616.MGF_2898	0.0	921.0	COG3579@1|root,COG3579@2|Bacteria,3WSYQ@544448|Tenericutes	544448|Tenericutes	E	Peptidase C1-like family	pepC	-	3.4.22.40	ko:K01372	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_C1_2
WP_182078576.1	1006581.GCW_02525	0.0	947.0	COG3579@1|root,COG3579@2|Bacteria,3WTE7@544448|Tenericutes	544448|Tenericutes	E	Peptidase C1-like family	pepC_2	-	3.4.22.40	ko:K01372	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_C1_2
WP_182078577.1	1006581.GCW_02530	1.27e-89	263.0	COG0691@1|root,COG0691@2|Bacteria,3WTFX@544448|Tenericutes	544448|Tenericutes	J	Required for rescue of stalled ribosomes mediated by trans-translation. Binds to transfer-messenger RNA (tmRNA), required for stable association of tmRNA with ribosomes. tmRNA and SmpB together mimic tRNA shape, replacing the anticodon stem-loop with SmpB. tmRNA is encoded by the ssrA gene	smpB	-	-	ko:K03664	-	-	-	-	ko00000	-	-	-	SmpB
WP_182078579.1	1006581.GCW_02540	8.43e-240	660.0	COG0006@1|root,COG0006@2|Bacteria,3WSXU@544448|Tenericutes	544448|Tenericutes	E	XAA-PRO aminopeptidase	pepP	-	3.4.11.9,3.4.13.9	ko:K01262,ko:K01271	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Creatinase_N,Peptidase_M24
WP_182078580.1	1006581.GCW_02545	2e-29	104.0	COG0267@1|root,COG0267@2|Bacteria,3WU6C@544448|Tenericutes	544448|Tenericutes	J	Belongs to the bacterial ribosomal protein bL33 family	rpmG	-	-	ko:K02913	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L33
