## Tue Apr 25 21:45:21 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_32ilws39 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_32ilws39 --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_32ilws39/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_004427571.1	1188240.MYEA_1800	4.76e-38	127.0	295BP@1|root,2ZSPT@2|Bacteria,3WU15@544448|Tenericutes	544448|Tenericutes	L	Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides	xseB	-	3.1.11.6	ko:K03602	ko03430,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	Exonuc_VII_S
WP_004427726.1	1188240.MYEA_2030	2.42e-26	97.1	2DYQV@1|root,34ARA@2|Bacteria,3WTV4@544448|Tenericutes	544448|Tenericutes	J	Ribosomal protein S21	rpsU	-	-	ko:K02970	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S21
WP_004427809.1	1188240.MYEA_2200	1.65e-35	120.0	COG0333@1|root,COG0333@2|Bacteria,3WTYB@544448|Tenericutes	544448|Tenericutes	J	Belongs to the bacterial ribosomal protein bL32 family	rpmF	-	-	ko:K02911	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011,ko03029	-	-	-	Ribosomal_L32p
WP_004427881.1	1188240.MYEA_2310	8.14e-63	192.0	COG1358@1|root,COG1358@2|Bacteria,3WTSP@544448|Tenericutes	544448|Tenericutes	J	cellular component organization or biogenesis	-	-	-	-	-	-	-	-	-	-	-	-	Ribosomal_L7Ae
WP_004427909.1	1188240.MYEA_2450	8.97e-159	446.0	COG0569@1|root,COG0569@2|Bacteria,3WT76@544448|Tenericutes	544448|Tenericutes	C	TrkA-C domain	-	-	-	ko:K03499	-	-	-	-	ko00000,ko02000	2.A.38.1,2.A.38.4	-	-	TrkA_C,TrkA_N
WP_004428007.1	1188240.MYEA_2650	2.22e-112	322.0	COG1780@1|root,COG1780@2|Bacteria,3WTGD@544448|Tenericutes	544448|Tenericutes	F	Probably involved in ribonucleotide reductase function	nrdI	-	-	ko:K03647	-	-	-	-	ko00000	-	-	-	Flavodoxin_NdrI
WP_004428096.1	1188240.MYEA_2890	1.25e-143	405.0	COG0035@1|root,COG0035@2|Bacteria,3WSZU@544448|Tenericutes	544448|Tenericutes	F	Catalyzes the conversion of uracil and 5-phospho-alpha- D-ribose 1-diphosphate (PRPP) to UMP and diphosphate	upp	-	2.4.2.9	ko:K00761	ko00240,ko01100,map00240,map01100	-	R00966	RC00063	ko00000,ko00001,ko01000	-	-	-	UPRTase
WP_004428362.1	1188240.MYEA_3090	5.94e-31	108.0	COG0267@1|root,COG0267@2|Bacteria	2|Bacteria	J	Belongs to the bacterial ribosomal protein bL33 family	rpmG	-	-	ko:K02913	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L33
WP_004428375.1	1188240.MYEA_3160	8.54e-45	145.0	COG0238@1|root,COG0238@2|Bacteria,3WTWD@544448|Tenericutes	544448|Tenericutes	J	Binds as a heterodimer with protein S6 to the central domain of the 16S rRNA, where it helps stabilize the platform of the 30S subunit	rpsR	-	-	ko:K02963	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S18
WP_004428389.1	1188240.MYEA_3230	2.5e-104	301.0	COG0049@1|root,COG0049@2|Bacteria,3WTG3@544448|Tenericutes	544448|Tenericutes	J	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit. Is located at the subunit interface close to the decoding center, probably blocks exit of the E-site tRNA	rpsG	-	-	ko:K02992	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S7
WP_004428701.1	1188240.MYEA_4220	6.09e-161	451.0	COG0357@1|root,COG0357@2|Bacteria,3WTR7@544448|Tenericutes	544448|Tenericutes	J	Specifically methylates the N7 position of a guanine in 16S rRNA	gidB	-	2.1.1.170	ko:K03501	-	-	-	-	ko00000,ko01000,ko03009,ko03036	-	-	-	GidB
WP_004429021.1	1188240.MYEA_4810	1.2e-200	555.0	COG0090@1|root,COG0090@2|Bacteria,3WT20@544448|Tenericutes	544448|Tenericutes	J	One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome, for tRNA binding and peptide bond formation. It has been suggested to have peptidyltransferase activity	rplB	-	-	ko:K02886	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L2,Ribosomal_L2_C
WP_004429026.1	1188240.MYEA_4830	1.13e-70	213.0	COG0091@1|root,COG0091@2|Bacteria,3WTMG@544448|Tenericutes	544448|Tenericutes	J	The globular domain of the protein is located near the polypeptide exit tunnel on the outside of the subunit, while an extended beta-hairpin is found that lines the wall of the exit tunnel in the center of the 70S ribosome	rplV	-	-	ko:K02890	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L22
WP_004429033.1	1188240.MYEA_4870	2.36e-51	162.0	COG0186@1|root,COG0186@2|Bacteria,3WTW8@544448|Tenericutes	544448|Tenericutes	J	One of the primary rRNA binding proteins, it binds specifically to the 5'-end of 16S ribosomal RNA	rpsQ	-	-	ko:K02961	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S17
WP_004429034.1	1188240.MYEA_4880	1.42e-76	229.0	COG0093@1|root,COG0093@2|Bacteria,3WTN8@544448|Tenericutes	544448|Tenericutes	J	Binds to 23S rRNA. Forms part of two intersubunit bridges in the 70S ribosome	rplN	-	-	ko:K02874	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L14
WP_004429037.1	1188240.MYEA_4910	1.73e-40	133.0	COG0199@1|root,COG0199@2|Bacteria,3WTWI@544448|Tenericutes	544448|Tenericutes	J	Binds 16S rRNA, required for the assembly of 30S particles and may also be responsible for determining the conformation of the 16S rRNA at the A site	rpsN	-	-	ko:K02954	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S14
WP_004429038.1	1188240.MYEA_4920	2.8e-84	249.0	COG0096@1|root,COG0096@2|Bacteria,3WTD8@544448|Tenericutes	544448|Tenericutes	J	One of the primary rRNA binding proteins, it binds directly to 16S rRNA central domain where it helps coordinate assembly of the platform of the 30S subunit	rpsH	-	-	ko:K02994	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S8
WP_004429053.1	1188240.MYEA_4960	4.59e-93	272.0	COG0200@1|root,COG0200@2|Bacteria,3WTEQ@544448|Tenericutes	544448|Tenericutes	J	binds to the 23S rRNA	rplO	-	-	ko:K02876	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L27A
WP_004429060.1	1188240.MYEA_5010	2.37e-46	149.0	COG0361@1|root,COG0361@2|Bacteria,3WTVD@544448|Tenericutes	544448|Tenericutes	J	One of the essential components for the initiation of protein synthesis. Stabilizes the binding of IF-2 and IF-3 on the 30S subunit to which N-formylmethionyl-tRNA(fMet) subsequently binds. Helps modulate mRNA selection, yielding the 30S pre- initiation complex (PIC). Upon addition of the 50S ribosomal subunit IF-1, IF-2 and IF-3 are released leaving the mature 70S translation initation complex	infA	-	-	ko:K02518	-	-	-	-	ko00000,ko03012	-	-	-	eIF-1a
WP_004429078.1	1179777.D500_0047	4.94e-19	77.4	COG0257@1|root,COG0257@2|Bacteria	2|Bacteria	J	Belongs to the bacterial ribosomal protein bL36 family	rpmJ	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02919	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L36
WP_004429083.1	1188240.MYEA_5040	2.39e-85	251.0	COG0100@1|root,COG0100@2|Bacteria,3WTM3@544448|Tenericutes	544448|Tenericutes	J	Located on the platform of the 30S subunit, it bridges several disparate RNA helices of the 16S rRNA. Forms part of the Shine-Dalgarno cleft in the 70S ribosome	rpsK	-	-	ko:K02948	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S11
WP_004429103.1	1188240.MYEA_5140	1.3e-104	302.0	COG0102@1|root,COG0102@2|Bacteria,3WTDG@544448|Tenericutes	544448|Tenericutes	J	This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly	rplM	-	-	ko:K02871	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L13
WP_004429105.1	1188240.MYEA_5150	6.81e-86	253.0	COG0103@1|root,COG0103@2|Bacteria,3WTKX@544448|Tenericutes	544448|Tenericutes	J	Belongs to the universal ribosomal protein uS9 family	rpsI	-	-	ko:K02996	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S9
WP_004429118.1	1188240.MYEA_5250	1.49e-40	134.0	COG0236@1|root,COG0236@2|Bacteria,3WTWK@544448|Tenericutes	544448|Tenericutes	IQ	Carrier of the growing fatty acid chain in fatty acid biosynthesis	-	-	-	ko:K02078	-	-	-	-	ko00000,ko00001	-	-	-	PP-binding
WP_004429559.1	1188240.MYEA_6350	1.73e-64	197.0	COG1302@1|root,COG1302@2|Bacteria,3WTZY@544448|Tenericutes	544448|Tenericutes	S	Asp23 family, cell envelope-related function	-	-	-	-	-	-	-	-	-	-	-	-	Asp23
WP_004429574.1	1188240.MYEA_6420	4.3e-36	122.0	COG0227@1|root,COG0227@2|Bacteria,3WTVQ@544448|Tenericutes	544448|Tenericutes	J	Belongs to the bacterial ribosomal protein bL28 family	rpmB	-	-	ko:K02902	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L28
WP_004429576.1	1188240.MYEA_6440	9.27e-93	271.0	298PY@1|root,2ZVUB@2|Bacteria,3WTXI@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_004429818.1	1188240.MYEA_6730	1.84e-64	196.0	COG0261@1|root,COG0261@2|Bacteria,3WTV6@544448|Tenericutes	544448|Tenericutes	J	This protein binds to 23S rRNA in the presence of protein L20	rplU	-	-	ko:K02888	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L21p
WP_004429822.1	1188240.MYEA_6750	7.65e-62	189.0	COG0211@1|root,COG0211@2|Bacteria,3WTPV@544448|Tenericutes	544448|Tenericutes	J	Belongs to the bacterial ribosomal protein bL27 family	rpmA	-	-	ko:K02899	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L27
WP_036497776.1	1188240.MYEA_3240	3.07e-94	275.0	COG0048@1|root,COG0048@2|Bacteria,3WTGE@544448|Tenericutes	544448|Tenericutes	J	Interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone. Located at the interface of the 30S and 50S subunits, it traverses the body of the 30S subunit contacting proteins on the other side and probably holding the rRNA structure together. The combined cluster of proteins S8, S12 and S17 appears to hold together the shoulder and platform of the 30S subunit	rpsL	-	-	ko:K02950	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosom_S12_S23
WP_036497817.1	1188240.MYEA_3930	6.68e-22	86.7	COG0230@1|root,COG0230@2|Bacteria,3WU02@544448|Tenericutes	544448|Tenericutes	J	Belongs to the bacterial ribosomal protein bL34 family	rpmH	-	-	ko:K02914	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L34
WP_042733176.1	1188240.MYEA_2340	1.6e-109	315.0	COG0779@1|root,COG0779@2|Bacteria,3WTP0@544448|Tenericutes	544448|Tenericutes	J	Required for maturation of 30S ribosomal subunits	rimP	-	-	ko:K09748	-	-	-	-	ko00000,ko03009	-	-	-	DUF150,DUF150_C
WP_042733302.1	1188240.MYEA_0630	5.73e-82	243.0	COG3599@1|root,COG3599@2|Bacteria,3WTUA@544448|Tenericutes	544448|Tenericutes	D	DivIVA protein	-	-	-	-	-	-	-	-	-	-	-	-	DivIVA
WP_042733346.1	1188240.MYEA_0090	2.3e-76	228.0	COG0292@1|root,COG0292@2|Bacteria,3WTQH@544448|Tenericutes	544448|Tenericutes	J	Binds directly to 23S ribosomal RNA and is necessary for the in vitro assembly process of the 50S ribosomal subunit. It is not involved in the protein synthesizing functions of that subunit	rplT	-	-	ko:K02887	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Rho_N,Ribosomal_L20
WP_042733400.1	1188240.MYEA_6740	2.56e-66	201.0	COG2868@1|root,COG2868@2|Bacteria	2|Bacteria	J	Cysteine protease Prp	ysxB	-	-	ko:K07584	-	-	-	-	ko00000	-	-	-	Peptidase_Prp
WP_042733528.1	1188240.MYEA_4790	2.92e-138	392.0	COG0088@1|root,COG0088@2|Bacteria,3WT7J@544448|Tenericutes	544448|Tenericutes	J	One of the primary rRNA binding proteins, this protein initially binds near the 5'-end of the 23S rRNA. It is important during the early stages of 50S assembly. It makes multiple contacts with different domains of the 23S rRNA in the assembled 50S subunit and ribosome	rplD	-	-	ko:K02926	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L4
WP_042733529.1	1292033.MPUT9231_6050	1.82e-65	199.0	COG0051@1|root,COG0051@2|Bacteria,3WTQ5@544448|Tenericutes	544448|Tenericutes	J	Involved in the binding of tRNA to the ribosomes	rpsJ	-	-	ko:K02946	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S10
WP_042733579.1	1188240.MYEA_4120	7.53e-209	578.0	COG1136@1|root,COG1136@2|Bacteria,3WSX2@544448|Tenericutes	544448|Tenericutes	V	abc transporter atp-binding protein	-	-	-	ko:K02003	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
WP_050517886.1	1188240.MYEA_4850	6.43e-96	279.0	COG0197@1|root,COG0197@2|Bacteria,3WTGA@544448|Tenericutes	544448|Tenericutes	J	Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs	rplP	-	-	ko:K02878	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L16
WP_238543701.1	1188240.MYEA_0700	1.48e-76	229.0	COG0335@1|root,COG0335@2|Bacteria,3WTJW@544448|Tenericutes	544448|Tenericutes	J	This protein is located at the 30S-50S ribosomal subunit interface and may play a role in the structure and function of the aminoacyl-tRNA binding site	rplS	-	-	ko:K02884	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L19
WP_259429805.1	1188240.MYEA_0560	8.79e-143	405.0	294WJ@1|root,2ZS9J@2|Bacteria,3WTSG@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_259429807.1	1188240.MYEA_0550	0.0	1073.0	COG3639@1|root,COG3639@2|Bacteria,3WT0U@544448|Tenericutes	544448|Tenericutes	P	permease	phnB	-	-	ko:K02042	ko02010,map02010	M00223	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.9	-	-	BPD_transp_1
WP_259429808.1	1188240.MYEA_0530	8.7e-286	785.0	2B5D6@1|root,31Y7G@2|Bacteria,3WT3Q@544448|Tenericutes	544448|Tenericutes	S	ABC transporter	phnD	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K02044	ko02010,map02010	M00223	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.9	-	-	Mycoplasma_p37
WP_259429809.1	1188240.MYEA_0520	7.12e-61	189.0	29D06@1|root,2ZZY8@2|Bacteria,3WUS9@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_259429810.1	1292033.MPUT9231_2920	0.0	1514.0	2F71P@1|root,33ZHA@2|Bacteria,3WT6B@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_259429811.1	1188240.MYEA_3660	4.57e-55	184.0	COG3291@1|root,COG3291@2|Bacteria,3WTAK@544448|Tenericutes	544448|Tenericutes	S	Mycoplasma protein of unknown function, DUF285	-	-	-	-	-	-	-	-	-	-	-	-	DUF285
WP_259429813.1	880447.MSB_A0045	5.38e-29	117.0	COG3291@1|root,COG3291@2|Bacteria,3WUHJ@544448|Tenericutes	2|Bacteria	S	Encoded within Tra Island. This ORF contains tandem Palindromic Amphipathic Repeat Coding ELements	-	-	-	-	-	-	-	-	-	-	-	-	DUF285
WP_259429817.1	1188240.MYEA_0510	1.08e-234	660.0	2C587@1|root,346KY@2|Bacteria,3WTBD@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_259429818.1	1188240.MYEA_0500	6.15e-118	339.0	299VE@1|root,2ZWXF@2|Bacteria,3WTRG@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_259429819.1	1188240.MYEA_0490	5.06e-126	390.0	COG2849@1|root,COG2849@2|Bacteria,3WV3X@544448|Tenericutes	544448|Tenericutes	S	Mycoplasma protein of unknown function, DUF285	-	-	-	-	-	-	-	-	-	-	-	-	DUF285
WP_259429820.1	1188240.MYEA_0480	0.0	1428.0	COG0507@1|root,COG0507@2|Bacteria,3WT5Y@544448|Tenericutes	544448|Tenericutes	L	DNA-dependent ATPase and ATP-dependent 5'-3' DNA helicase. Has no activity on blunt DNA or DNA with 3'-overhangs, requires at least 10 bases of 5'-ssDNA for helicase activity	recD	-	3.1.11.5	ko:K03581	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	AAA_30,HHH_4,UvrD_C_2,Viral_helicase1
WP_259429821.1	1188240.MYEA_0470	2.97e-135	385.0	2BY0M@1|root,34BN4@2|Bacteria,3WTHY@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_259429822.1	1188240.MYEA_0440	3.34e-215	594.0	COG3177@1|root,COG3177@2|Bacteria,3WSYN@544448|Tenericutes	544448|Tenericutes	S	Fic/DOC family	-	-	-	-	-	-	-	-	-	-	-	-	Fic
WP_259429823.1	1188240.MYEA_0430	0.0	1779.0	COG0474@1|root,COG0474@2|Bacteria,3WSUP@544448|Tenericutes	544448|Tenericutes	P	P-type ATPase	pacL	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	3.6.3.8	ko:K01537	-	-	-	-	ko00000,ko01000	3.A.3.2	-	-	Cation_ATPase,Cation_ATPase_C,Cation_ATPase_N,E1-E2_ATPase,Hydrolase,Hydrolase_3
WP_259429824.1	1188240.MYEA_0420	4.22e-136	385.0	COG0218@1|root,COG0218@2|Bacteria,3WT9C@544448|Tenericutes	544448|Tenericutes	D	Necessary for normal cell division and for the maintenance of normal septation	engB	-	-	ko:K03978	-	-	-	-	ko00000,ko03036	-	-	-	MMR_HSR1
WP_259429825.1	1188240.MYEA_0410	2.46e-106	310.0	2A01U@1|root,30N42@2|Bacteria,3WU61@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_259429826.1	1188240.MYEA_0400	9.68e-133	378.0	28ZGQ@1|root,2ZM84@2|Bacteria,3WTUV@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_259429827.1	1188240.MYEA_0390	1.52e-104	305.0	2FFAE@1|root,34784@2|Bacteria,3WTQJ@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_259429828.1	1188240.MYEA_0380	4.63e-161	451.0	2FANY@1|root,342WM@2|Bacteria,3WTEK@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
